	merge_cluster																															
CNAG_02804_1	734177	734177	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02804_2	734197	734197	1	utr3E	2.00	9.00	5.00	6.00	14.00	14.00	8.00	2.00	6.00	4.00	2.00	4.00	2.00	3.00	3.00	4.00	1.00	5.00	2.00	1.00	1.00	0	0	0	3.00	2.00	2.00	
CNAG_02806_1	729602	729643	42	utr3E	14.00	13.00	15.00	35.00	46.00	36.00	0	0	0	4.00	2.00	7.00	0	0	0	1.00	1.00	6.00	3.00	6.00	2.00	8.00	6.00	8.00	6.00	10.00	3.00	
CNAG_02810_1	721844	721994	151	utr3E	114.00	113.00	103.00	361.00	584.00	374.00	298.00	84.00	203.00	94.00	95.00	142.00	41.00	64.00	33.00	109.00	108.00	268.00	56.00	58.00	41.00	95.00	72.00	123.00	122.00	227.00	142.00	
CNAG_02811_1	717659	717761	103	utr3E	1849.00	2306.00	2278.00	14502.00	24064.00	20203.00	7686.00	1628.00	4019.00	2127.00	2944.00	3772.00	352.00	514.00	231.00	2442.00	1447.00	4316.00	520.00	727.00	444.00	517.00	303.00	592.00	1823.00	3271.00	1525.00	
CNAG_02812_1	715618	715643	26	utr3E	95.00	98.00	89.00	246.00	371.00	228.00	305.00	72.00	180.00	189.00	178.00	257.00	51.00	65.00	37.00	111.00	86.00	280.00	69.00	95.00	63.00	2.00	3.00	6.00	138.00	196.00	107.00	
CNAG_02814_1	713130	713155	26	utr3E	458.00	480.00	449.00	0	0	0	615.00	144.00	354.00	243.00	291.00	364.00	91.00	126.00	64.00	145.00	123.00	388.00	125.00	153.00	102.00	123.00	94.00	185.00	101.00	109.00	127.00	
CNAG_02816_1	706827	706937	111	utr3E	68.00	64.00	72.00	243.00	335.00	197.00	125.00	41.00	83.00	52.00	75.00	91.00	30.00	38.00	20.00	64.00	43.00	141.00	39.00	54.00	30.00	11.00	12.00	15.00	31.00	47.00	38.00	
CNAG_02818_1	701683	701764	82	utr3E	60.00	60.00	53.00	92.00	117.00	55.00	19.00	6.00	10.00	10.00	11.00	20.00	5.00	3.00	2.00	7.00	8.00	23.00	4.00	7.00	8.00	12.00	11.00	24.00	27.00	28.00	28.00	
CNAG_02821_1	694191	694191	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_02821_2	694387	694397	11	utr3E	3.00	9.00	3.00	30.00	31.00	51.00	11.00	4.00	8.00	4.00	4.00	9.00	3.00	6.00	3.00	7.00	3.00	11.00	6.00	3.00	5.00	1.00	4.00	5.00	6.00	6.00	1.00	
CNAG_02822_1	689246	689255	10	utr5E	0	0	0	1.00	1.00	1.00	2.00	2.00	1.00	2.00	2.00	2.00	0	0	0	6.00	2.00	11.00	0	0	0	0	0	0	0	0	0	
CNAG_02822_2	691773	691775	3	cdsE	8.00	7.00	5.00	5.00	7.00	3.00	1.00	1.00	1.00	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	10.00	5.00	10.00	4.00	7.00	4.00	
CNAG_02822_3	692891	692897	7	utr3E	4.00	4.00	8.00	9.00	17.00	8.00	6.00	4.00	7.00	6.00	3.00	14.00	11.00	6.00	5.00	7.00	3.00	21.00	9.00	4.00	6.00	29.00	36.00	33.00	19.00	27.00	26.00	
CNAG_02823_1	687426	687427	2	utr3E	8.00	2.00	1.00	0	0	0	4.00	1.00	2.00	2.00	2.00	5.00	0	0	0	0	0	0	4.00	4.00	3.00	0	0	0	3.00	3.00	6.00	
CNAG_02826_1	675249	675249	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02826_2	677262	677269	8	utr3E	11.00	15.00	4.00	17.00	20.00	10.00	15.00	9.00	10.00	10.00	12.00	11.00	1.00	7.00	2.00	9.00	10.00	24.00	4.00	1.00	2.00	1.00	1.00	3.00	4.00	9.00	6.00	
CNAG_02827_1	674955	674961	7	utr3E	91.00	79.00	73.00	161.00	192.00	155.00	151.00	32.00	83.00	54.00	69.00	89.00	20.00	31.00	18.00	47.00	47.00	142.00	45.00	28.00	43.00	48.00	35.00	68.00	66.00	110.00	54.00	
CNAG_02829_1	669800	669800	1	utr3E	2.00	1.00	2.00	7.00	8.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02829_2	669869	669869	1	utr3E	0	0	0	6.00	9.00	8.00	8.00	3.00	8.00	6.00	8.00	5.00	1.00	4.00	1.00	6.00	1.00	14.00	0	0	0	0	0	0	4.00	8.00	2.00	
CNAG_02830_1	666716	666729	14	utr3E	95.00	105.00	92.00	443.00	658.00	494.00	129.00	35.00	76.00	122.00	235.00	287.00	20.00	37.00	25.00	71.00	49.00	144.00	49.00	52.00	43.00	10.00	8.00	17.00	38.00	81.00	24.00	
CNAG_02839_1	643058	643058	1	utr5E	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02839_2	645120	645127	8	utr3E	6.00	3.00	5.00	0	0	0	0	0	0	11.00	9.00	15.00	9.00	18.00	7.00	14.00	13.00	26.00	4.00	4.00	10.00	105.00	53.00	26.00	31.00	101.00	62.00	
CNAG_02840_1	640639	640639	1	utr5E	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02840_2	642541	642582	42	utr3E	1.00	2.00	1.00	4.00	12.00	4.00	0	0	0	0	0	0	0	0	0	4.00	2.00	5.00	0	0	0	0	0	0	5.00	10.00	7.00	
CNAG_02842_1	637801	637822	22	utr3E	233.00	260.00	206.00	322.00	550.00	460.00	310.00	70.00	168.00	96.00	79.00	142.00	40.00	47.00	26.00	97.00	78.00	240.00	60.00	74.00	36.00	11.00	6.00	20.00	82.00	92.00	77.00	
CNAG_02843_1	634730	634746	17	cdsI	0	0	0	5.00	4.00	6.00	21.00	5.00	16.00	9.00	5.00	8.00	1.00	3.00	1.00	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_02843_2	635853	635951	99	utr3E	211.00	211.00	205.00	496.00	711.00	359.00	86.00	28.00	59.00	96.00	96.00	142.00	52.00	72.00	23.00	57.00	59.00	141.00	73.00	82.00	65.00	306.00	235.00	288.00	111.00	175.00	95.00	
CNAG_02844_1	634034	634065	32	utr3E	230.00	307.00	237.00	390.00	544.00	375.00	396.00	103.00	267.00	160.00	174.00	225.00	113.00	145.00	66.00	144.00	114.00	341.00	114.00	148.00	108.00	56.00	35.00	99.00	98.00	143.00	85.00	
CNAG_02846_1	628896	628915	20	utr3E	0	0	0	34.00	39.00	27.00	18.00	3.00	8.00	4.00	6.00	3.00	5.00	16.00	5.00	8.00	8.00	23.00	7.00	14.00	14.00	0	0	0	12.00	11.00	10.00	
CNAG_02847_1	627311	627311	1	utr3E	9.00	9.00	8.00	35.00	58.00	30.00	39.00	9.00	28.00	16.00	13.00	24.00	13.00	16.00	6.00	20.00	13.00	44.00	10.00	17.00	13.00	0	0	0	10.00	29.00	12.00	
CNAG_02853_1	611576	611627	52	utr3E	31.00	37.00	32.00	0	0	0	266.00	92.00	201.00	113.00	121.00	164.00	62.00	92.00	45.00	112.00	99.00	305.00	83.00	80.00	80.00	175.00	151.00	234.00	175.00	296.00	158.00	
CNAG_02857_1	598815	598822	8	utr3E	24.00	29.00	39.00	157.00	185.00	84.00	27.00	4.00	19.00	13.00	16.00	25.00	6.00	18.00	3.00	8.00	8.00	28.00	14.00	20.00	23.00	24.00	9.00	28.00	5.00	1.00	1.00	
CNAG_02858_1	595137	595153	17	utr3E	55.00	79.00	80.00	564.00	922.00	582.00	138.00	46.00	79.00	65.00	95.00	129.00	18.00	24.00	9.00	79.00	60.00	147.00	29.00	36.00	22.00	7.00	2.00	6.00	36.00	51.00	18.00	
CNAG_02858_2	595233	595258	26	utr3E	2.00	2.00	1.00	40.00	44.00	39.00	49.00	17.00	21.00	12.00	17.00	36.00	0	0	0	16.00	22.00	41.00	4.00	4.00	2.00	0	0	0	1.00	11.00	4.00	
CNAG_02862_1	584617	584617	1	utr5E	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02862_2	585874	585918	45	utr3E	6.00	10.00	14.00	22.00	30.00	18.00	9.00	3.00	3.00	4.00	4.00	5.00	8.00	6.00	4.00	4.00	3.00	5.00	4.00	6.00	5.00	0	0	0	2.00	1.00	2.00	
CNAG_02864_1	581135	581251	117	utr3E	1280.00	1358.00	1213.00	677.00	855.00	396.00	349.00	88.00	157.00	128.00	150.00	170.00	42.00	49.00	22.00	174.00	98.00	336.00	142.00	144.00	129.00	11.00	12.00	11.00	4.00	11.00	13.00	
CNAG_02865_1	578113	578113	1	utr5E	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02865_2	578189	578189	1	utr5E	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02865_3	579547	579547	1	utr3E	1.00	3.00	1.00	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02866_1	577811	577819	9	utr3E	7.00	4.00	3.00	16.00	17.00	8.00	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	1.00	1.00	1.00	
CNAG_02866_2	577819	577819	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02866_3	577880	577883	4	utr3E	5.00	1.00	1.00	5.00	20.00	7.00	0	0	0	2.00	1.00	5.00	0	0	0	4.00	2.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_02866_4	577883	577883	1	utr3E	5.00	1.00	1.00	0	0	0	0	0	0	2.00	1.00	5.00	0	0	0	4.00	2.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_02866_5	577939	577939	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02868_1	571814	571815	2	utr3E	10.00	8.00	8.00	21.00	30.00	16.00	4.00	1.00	2.00	1.00	4.00	8.00	5.00	6.00	2.00	5.00	1.00	9.00	5.00	4.00	3.00	8.00	7.00	12.00	2.00	11.00	3.00	
CNAG_02868_2	571815	571815	1	utr3E	0	0	0	0	0	0	4.00	1.00	2.00	1.00	4.00	8.00	5.00	6.00	2.00	5.00	1.00	9.00	5.00	4.00	3.00	0	0	0	2.00	11.00	3.00	
CNAG_02869_1	569381	569381	1	utr3E	5.00	8.00	7.00	8.00	8.00	14.00	8.00	3.00	6.00	2.00	2.00	2.00	0	0	0	4.00	3.00	6.00	0	0	0	0	0	0	3.00	7.00	3.00	
CNAG_02873_1	561890	561895	6	utr3E	3.00	10.00	7.00	22.00	41.00	12.00	2.00	1.00	1.00	1.00	3.00	4.00	0	0	0	2.00	2.00	6.00	0	0	0	0	0	0	0	0	0	
CNAG_02875_1	557367	557367	1	cdsE	1.00	1.00	2.00	2.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02875_2	558385	558404	20	utr3E	12.00	14.00	9.00	17.00	27.00	21.00	11.00	2.00	5.00	0	0	0	1.00	2.00	1.00	5.00	3.00	5.00	1.00	2.00	2.00	4.00	3.00	5.00	0	0	0	
CNAG_02876_1	556194	556198	5	utr3E	45.00	51.00	45.00	59.00	92.00	47.00	17.00	14.00	28.00	15.00	20.00	16.00	14.00	17.00	15.00	9.00	16.00	22.00	6.00	14.00	9.00	12.00	7.00	7.00	11.00	11.00	7.00	
CNAG_02876_2	556256	556317	62	utr3E	32.00	43.00	37.00	193.00	305.00	184.00	41.00	11.00	15.00	16.00	33.00	26.00	7.00	10.00	5.00	19.00	22.00	44.00	13.00	12.00	13.00	33.00	21.00	43.00	34.00	47.00	20.00	
CNAG_02879_1	545691	545695	5	utr3E	58.00	65.00	57.00	147.00	230.00	156.00	127.00	32.00	72.00	59.00	62.00	74.00	13.00	30.00	11.00	40.00	56.00	145.00	20.00	42.00	24.00	6.00	5.00	6.00	20.00	28.00	23.00	
CNAG_02879_2	545899	545933	35	utr3E	18.00	22.00	14.00	51.00	57.00	55.00	34.00	12.00	29.00	13.00	12.00	17.00	2.00	1.00	2.00	11.00	17.00	37.00	3.00	3.00	3.00	0	0	0	15.00	19.00	8.00	
CNAG_02880_1	544554	544602	49	utr3E	325.00	402.00	294.00	1323.00	1822.00	1313.00	902.00	224.00	569.00	239.00	285.00	388.00	61.00	76.00	23.00	261.00	214.00	693.00	88.00	112.00	69.00	106.00	81.00	164.00	190.00	366.00	171.00	
CNAG_02882_1	541362	541390	29	utr3E	47.00	49.00	58.00	83.00	123.00	75.00	34.00	15.00	37.00	17.00	12.00	20.00	38.00	60.00	24.00	22.00	30.00	53.00	33.00	31.00	22.00	11.00	5.00	9.00	26.00	32.00	25.00	
CNAG_02884_1	533967	533971	5	utr3E	0	0	0	5.00	12.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02884_2	533973	533973	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02884_3	534145	534145	1	utr3E	4.00	4.00	9.00	5.00	12.00	5.00	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02884_4	534204	534204	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02886_1	530503	530525	23	utr3E	21.00	19.00	14.00	94.00	123.00	63.00	55.00	19.00	51.00	34.00	27.00	47.00	12.00	22.00	8.00	23.00	31.00	54.00	14.00	23.00	9.00	9.00	5.00	12.00	41.00	56.00	40.00	
CNAG_02888_1	523673	523679	7	utr3E	6.00	7.00	9.00	0	0	0	3.00	3.00	2.00	3.00	2.00	8.00	2.00	2.00	2.00	1.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_02890_1	520547	520557	11	utr3E	200.00	233.00	199.00	512.00	706.00	498.00	299.00	73.00	182.00	82.00	119.00	128.00	42.00	74.00	32.00	102.00	81.00	239.00	79.00	93.00	37.00	52.00	27.00	48.00	80.00	91.00	68.00	
CNAG_02892_1	517767	517768	2	utr3E	17.00	22.00	22.00	40.00	65.00	43.00	13.00	7.00	8.00	10.00	14.00	14.00	9.00	9.00	6.00	9.00	10.00	38.00	10.00	14.00	8.00	4.00	1.00	3.00	22.00	23.00	16.00	
CNAG_02894_1	513958	513998	41	utr3E	3.00	1.00	1.00	5.00	14.00	13.00	3.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	1.00	0	0	0	
CNAG_02898_1	502248	502256	9	utr3E	165.00	145.00	120.00	270.00	367.00	303.00	149.00	34.00	98.00	95.00	84.00	124.00	22.00	32.00	16.00	69.00	68.00	179.00	36.00	50.00	40.00	14.00	15.00	23.00	80.00	185.00	90.00	
CNAG_02899_1	500848	500848	1	cdsI	2.00	3.00	9.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02899_2	501189	501213	25	utr3E	10.00	28.00	20.00	0	0	0	7.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	25.00	21.00	22.00	57.00	82.00	100.00	
CNAG_02900_1	495798	495802	5	utr5E	1.00	1.00	1.00	4.00	3.00	5.00	2.00	1.00	1.00	1.00	1.00	2.00	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02900_2	495802	495802	1	utr5E	0	0	0	0	0	0	2.00	1.00	1.00	1.00	1.00	2.00	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02900_3	497728	497731	4	utr3E	18.00	17.00	16.00	19.00	41.00	20.00	3.00	3.00	2.00	6.00	9.00	12.00	2.00	5.00	1.00	3.00	1.00	5.00	3.00	5.00	2.00	16.00	3.00	6.00	9.00	14.00	10.00	
CNAG_02901_1	494700	494805	106	utr3E	117.00	126.00	130.00	0	0	0	343.00	89.00	205.00	166.00	169.00	241.00	45.00	51.00	23.00	125.00	114.00	341.00	33.00	46.00	45.00	5.00	5.00	16.00	96.00	138.00	72.00	
CNAG_02903_1	491153	491166	14	utr3E	337.00	354.00	302.00	629.00	1067.00	618.00	138.00	32.00	59.00	100.00	147.00	164.00	38.00	63.00	26.00	120.00	105.00	293.00	75.00	71.00	56.00	48.00	36.00	54.00	50.00	121.00	74.00	
CNAG_02904_1	489039	489039	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_02904_2	489041	489041	1	utr3E	1.00	3.00	2.00	4.00	15.00	9.00	4.00	3.00	6.00	9.00	4.00	2.00	1.00	2.00	1.00	1.00	2.00	8.00	2.00	4.00	2.00	0	0	0	0	0	0	
CNAG_02906_1	486860	486961	102	utr3E	61.00	50.00	46.00	0	0	0	84.00	26.00	45.00	25.00	37.00	62.00	10.00	22.00	8.00	31.00	19.00	76.00	19.00	13.00	13.00	2.00	1.00	4.00	9.00	18.00	16.00	
CNAG_02911_1	472977	472977	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02911_2	473803	473819	17	utr3E	3.00	5.00	6.00	25.00	25.00	23.00	0	0	0	7.00	3.00	3.00	6.00	3.00	3.00	3.00	2.00	8.00	0	0	0	2.00	1.00	4.00	1.00	5.00	3.00	
CNAG_02911_3	473819	473819	1	utr3E	3.00	5.00	6.00	0	0	0	0	0	0	7.00	3.00	3.00	6.00	3.00	3.00	3.00	2.00	8.00	0	0	0	2.00	1.00	4.00	1.00	5.00	3.00	
CNAG_02913_1	464263	464280	18	utr3E	14.00	15.00	20.00	32.00	64.00	45.00	15.00	2.00	13.00	6.00	4.00	9.00	6.00	3.00	3.00	6.00	7.00	20.00	4.00	5.00	4.00	0	0	0	8.00	5.00	8.00	
CNAG_02914_1	461715	461757	43	utr3E	75.00	102.00	95.00	272.00	481.00	280.00	235.00	49.00	148.00	89.00	100.00	155.00	41.00	64.00	38.00	140.00	95.00	213.00	69.00	76.00	67.00	27.00	23.00	39.00	46.00	58.00	49.00	
CNAG_02916_1	455810	455857	48	utr3E	770.00	841.00	896.00	2934.00	3967.00	2384.00	951.00	180.00	510.00	360.00	452.00	580.00	91.00	127.00	49.00	306.00	264.00	805.00	146.00	207.00	133.00	56.00	36.00	80.00	264.00	356.00	257.00	
CNAG_02920_1	448786	448794	9	utr3E	58.00	63.00	42.00	99.00	119.00	71.00	86.00	29.00	51.00	54.00	44.00	76.00	23.00	32.00	15.00	35.00	36.00	93.00	34.00	35.00	25.00	7.00	5.00	7.00	38.00	76.00	50.00	
CNAG_02921_1	446865	446878	14	utr3E	3.00	10.00	10.00	11.00	36.00	19.00	7.00	2.00	4.00	2.00	5.00	2.00	2.00	7.00	2.00	2.00	3.00	8.00	0	0	0	0	0	0	5.00	2.00	2.00	
CNAG_02921_2	446878	446878	1	utr3E	3.00	10.00	10.00	0	0	0	7.00	2.00	4.00	2.00	5.00	2.00	2.00	7.00	2.00	2.00	3.00	8.00	0	0	0	0	0	0	0	0	0	
CNAG_02921_3	446977	446994	18	utr3E	38.00	45.00	48.00	186.00	292.00	139.00	26.00	7.00	15.00	14.00	22.00	23.00	9.00	12.00	10.00	14.00	12.00	49.00	22.00	21.00	22.00	22.00	18.00	21.00	23.00	26.00	24.00	
CNAG_02921_4	447089	447089	1	utr3E	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	7.00	6.00	0	0	0	
CNAG_02922_1	443410	443410	1	cdsE	2.00	2.00	1.00	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02922_2	444024	444024	1	cdsE	0	0	0	8.00	5.00	8.00	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02922_3	444028	444028	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02922_4	445426	445426	1	utr3E	4.00	3.00	2.00	15.00	17.00	15.00	3.00	2.00	5.00	2.00	3.00	7.00	1.00	2.00	1.00	2.00	1.00	7.00	2.00	1.00	4.00	0	0	0	3.00	4.00	1.00	
CNAG_02926_1	434007	434007	1	utr3I	7.00	3.00	5.00	9.00	10.00	2.00	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	
CNAG_02926_2	434115	434115	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_02926_3	434244	434245	2	utr3E	0	0	0	2.00	4.00	2.00	0	0	0	1.00	1.00	2.00	0	0	0	4.00	3.00	6.00	0	0	0	4.00	2.00	4.00	0	0	0	
CNAG_02926_4	434245	434245	1	utr3E	0	0	0	2.00	4.00	2.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	4.00	2.00	4.00	0	0	0	
CNAG_02926_5	434246	434246	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	
CNAG_02926_6	434299	434312	14	utr3E	2.00	1.00	4.00	8.00	7.00	8.00	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	
CNAG_02927_1	432800	432806	7	utr3E	23.00	27.00	27.00	67.00	131.00	70.00	475.00	125.00	290.00	211.00	152.00	248.00	53.00	56.00	43.00	113.00	100.00	276.00	66.00	80.00	62.00	6.00	3.00	8.00	68.00	100.00	54.00	
CNAG_02931_1	418635	418635	1	utr3E	1.00	2.00	4.00	4.00	11.00	4.00	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	1.00	3.00	1.00	0	0	0	1.00	2.00	2.00	
CNAG_02936_1	407824	407845	22	utr3E	51.00	56.00	53.00	120.00	180.00	95.00	30.00	7.00	12.00	12.00	24.00	37.00	8.00	14.00	5.00	20.00	5.00	34.00	14.00	20.00	17.00	4.00	3.00	3.00	9.00	13.00	13.00	
CNAG_02936_2	407943	407956	14	utr3E	319.00	330.00	308.00	498.00	708.00	439.00	270.00	55.00	172.00	103.00	98.00	136.00	52.00	63.00	31.00	98.00	82.00	258.00	53.00	72.00	68.00	30.00	27.00	57.00	103.00	141.00	70.00	
CNAG_02937_1	399731	399737	7	utr3E	33.00	34.00	32.00	151.00	191.00	110.00	108.00	41.00	72.00	49.00	52.00	91.00	33.00	34.00	16.00	33.00	29.00	95.00	30.00	34.00	32.00	14.00	4.00	17.00	32.00	38.00	26.00	
CNAG_02939_1	395966	395976	11	utr3E	9.00	26.00	15.00	53.00	98.00	60.00	33.00	6.00	26.00	14.00	17.00	28.00	18.00	26.00	6.00	27.00	15.00	47.00	14.00	24.00	13.00	27.00	21.00	40.00	51.00	50.00	43.00	
CNAG_02940_1	389202	389202	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02940_2	391204	391204	1	cdsE	1.00	1.00	1.00	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	4.00	1.00	
CNAG_02940_3	393305	393314	10	utr3E	2.00	2.00	3.00	1.00	3.00	2.00	6.00	4.00	6.00	5.00	4.00	6.00	10.00	5.00	4.00	5.00	5.00	11.00	4.00	3.00	4.00	0	0	0	9.00	7.00	6.00	
CNAG_02947_1	368566	368571	6	utr5E	1.00	2.00	3.00	20.00	20.00	21.00	4.00	5.00	6.00	4.00	7.00	8.00	0	0	0	2.00	2.00	1.00	0	0	0	14.00	11.00	29.00	13.00	23.00	21.00	
CNAG_02947_2	371992	371993	2	utr3E	0	0	0	4.00	8.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02947_3	372129	372130	2	utr3E	0	0	0	11.00	14.00	10.00	4.00	1.00	3.00	7.00	3.00	7.00	3.00	7.00	4.00	8.00	7.00	21.00	2.00	2.00	2.00	0	0	0	2.00	5.00	4.00	
CNAG_02948_1	368171	368220	50	utr3E	51.00	69.00	38.00	154.00	235.00	140.00	176.00	44.00	102.00	48.00	70.00	100.00	31.00	23.00	14.00	60.00	48.00	157.00	36.00	38.00	30.00	45.00	45.00	77.00	83.00	160.00	83.00	
CNAG_02948_2	368319	368340	22	utr3E	7.00	8.00	9.00	36.00	43.00	30.00	12.00	3.00	3.00	6.00	1.00	3.00	0	0	0	4.00	2.00	9.00	2.00	3.00	4.00	0	0	0	2.00	1.00	3.00	
CNAG_02948_3	368449	368457	9	utr3E	3.00	11.00	10.00	97.00	129.00	79.00	67.00	23.00	49.00	56.00	43.00	92.00	20.00	19.00	11.00	59.00	43.00	119.00	13.00	23.00	21.00	31.00	24.00	31.00	40.00	76.00	40.00	
CNAG_02951_1	362634	362634	1	utr3E	0	0	0	2.00	2.00	1.00	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02951_2	362638	362638	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02951_3	362697	362697	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02953_1	355247	355301	55	cdsE	23.00	16.00	8.00	24.00	32.00	10.00	6.00	1.00	3.00	2.00	4.00	5.00	0	0	0	2.00	3.00	6.00	1.00	2.00	2.00	1.00	1.00	2.00	2.00	3.00	4.00	
CNAG_02953_2	355301	355301	1	cdsE	0	0	0	0	0	0	6.00	1.00	3.00	2.00	4.00	5.00	0	0	0	0	0	0	1.00	2.00	2.00	1.00	1.00	2.00	2.00	3.00	4.00	
CNAG_02953_3	359218	359234	17	cdsE	5.00	3.00	3.00	18.00	7.00	3.00	2.00	1.00	3.00	0	0	0	3.00	6.00	1.00	0	0	0	5.00	3.00	3.00	1.00	3.00	1.00	4.00	5.00	4.00	
CNAG_02953_4	359511	359523	13	utr3E	45.00	48.00	35.00	104.00	142.00	54.00	24.00	7.00	8.00	8.00	21.00	23.00	10.00	11.00	10.00	9.00	8.00	30.00	6.00	21.00	11.00	18.00	20.00	9.00	13.00	14.00	8.00	
CNAG_02956_1	352269	352300	32	cdsE	21.00	20.00	7.00	15.00	27.00	27.00	6.00	5.00	5.00	1.00	1.00	6.00	0	0	0	1.00	1.00	4.00	4.00	4.00	4.00	3.00	2.00	6.00	5.00	4.00	4.00	
CNAG_02956_2	353526	353532	7	utr3E	208.00	206.00	158.00	348.00	581.00	380.00	112.00	28.00	62.00	60.00	62.00	80.00	14.00	40.00	11.00	45.00	31.00	88.00	28.00	42.00	26.00	17.00	7.00	26.00	42.00	59.00	42.00	
