	merge_cluster																						
CNA06770_1	1848652	1848666	15	utr3E	191.00	146.00	85.00	68.00	62.00	36.00	34.00	14.00	12.00	463.00	352.00	481.00	327.00	361.00	268.00	150.00	75.00	76.00	
CNA06790_1	1856057	1856092	36	utr3E	557.00	424.00	313.00	215.00	169.00	119.00	69.00	42.00	47.00	191.00	163.00	233.00	130.00	161.00	91.00	353.00	209.00	241.00	
CNA06810_1	1862512	1862557	46	utr3E	73.00	17.00	35.00	228.00	183.00	123.00	6.00	2.00	7.00	84.00	79.00	107.00	84.00	96.00	81.00	52.00	23.00	30.00	
CNA06850_1	1872999	1873032	34	utr3E	169.00	62.00	47.00	274.00	197.00	166.00	28.00	21.00	45.00	17.00	19.00	30.00	25.00	27.00	31.00	63.00	39.00	47.00	
CNA06880_1	1877324	1877324	1	utr5E	0	0	0	0	0	0	5.00	3.00	4.00	0	0	0	0	0	0	0	0	0	
CNA06880_2	1878903	1878936	34	utr3E	10.00	6.00	4.00	1.00	3.00	1.00	1.00	1.00	4.00	0	0	0	2.00	1.00	1.00	2.00	1.00	1.00	
CNA06880_3	1878998	1878998	1	utr3E	2.00	4.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06900_1	1881538	1881538	1	utr3I	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	
CNA06900_2	1881625	1881651	27	utr3E	38.00	21.00	9.00	39.00	25.00	10.00	16.00	10.00	13.00	109.00	88.00	176.00	97.00	113.00	104.00	16.00	11.00	6.00	
CNA06920_1	1885860	1885861	2	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	4.00	8.00	6.00	0	0	0	
CNA06920_2	1886089	1886089	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	5.00	0	0	0	
CNA06920_3	1886260	1886313	54	utr3E	36.00	25.00	17.00	4.00	8.00	6.00	2.00	2.00	2.00	12.00	10.00	13.00	17.00	20.00	19.00	5.00	6.00	7.00	
CNA06930_1	1886955	1886955	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNA06930_2	1886986	1886986	1	cdsE	0	0	0	0	0	0	6.00	4.00	6.00	0	0	0	0	0	0	0	0	0	
CNA06930_3	1887823	1887824	2	utr3E	22.00	18.00	5.00	1.00	1.00	2.00	6.00	6.00	8.00	0	0	0	0	0	0	0	0	0	
CNA06950_1	1889959	1890018	60	utr3E	31983.00	17978.00	12601.00	8826.00	5590.00	4225.00	4316.00	2335.00	3448.00	8588.00	8211.00	11107.00	6751.00	7800.00	5909.00	7775.00	5430.00	5054.00	
CNA06960_1	1893021	1893024	4	utr3E	62.00	110.00	68.00	108.00	56.00	41.00	7.00	5.00	6.00	130.00	104.00	181.00	141.00	160.00	139.00	50.00	34.00	47.00	
CNA06990_1	1900788	1900820	33	utr3E	606.00	279.00	208.00	504.00	291.00	280.00	71.00	37.00	72.00	199.00	216.00	244.00	283.00	342.00	282.00	356.00	279.00	248.00	
CNA07000_1	1903390	1903400	11	utr3E	2895.00	1897.00	1287.00	1932.00	1170.00	846.00	604.00	324.00	493.00	619.00	439.00	746.00	590.00	630.00	503.00	739.00	396.00	438.00	
CNA07020_1	1905902	1905941	40	utr3E	70.00	42.00	27.00	66.00	40.00	28.00	15.00	9.00	17.00	20.00	29.00	40.00	44.00	54.00	29.00	15.00	21.00	11.00	
CNA07080_1	1921176	1921176	1	utr5E	0	0	0	0	0	0	11.00	4.00	11.00	2.00	3.00	2.00	1.00	1.00	1.00	0	0	0	
CNA07080_2	1921258	1921306	49	utr5E	6.00	6.00	1.00	9.00	5.00	3.00	18.00	12.00	15.00	4.00	4.00	4.00	1.00	1.00	4.00	0	0	0	
CNA07080_3	1923168	1923168	1	utr3E	0	0	0	3.00	2.00	2.00	0	0	0	1.00	3.00	10.00	1.00	2.00	1.00	7.00	3.00	1.00	
CNA07080_4	1923355	1923355	1	utr3E	1.00	3.00	1.00	9.00	4.00	4.00	3.00	2.00	3.00	3.00	2.00	2.00	1.00	6.00	3.00	0	0	0	
CNA07090_1	1930850	1930903	54	utr3E	1236.00	1095.00	712.00	596.00	416.00	292.00	305.00	171.00	243.00	805.00	777.00	939.00	834.00	938.00	767.00	1134.00	633.00	707.00	
CNA07110_1	1940498	1940574	77	utr5E	11.00	3.00	4.00	14.00	5.00	4.00	99.00	42.00	53.00	25.00	35.00	31.00	16.00	9.00	15.00	3.00	4.00	1.00	
CNA07110_2	1941826	1941850	25	cdsE	13.00	13.00	3.00	28.00	25.00	12.00	6.00	3.00	11.00	6.00	15.00	17.00	31.00	20.00	23.00	13.00	7.00	11.00	
CNA07110_3	1942689	1942712	24	utr3E	231.00	104.00	72.00	254.00	139.00	113.00	69.00	43.00	69.00	52.00	41.00	66.00	48.00	39.00	36.00	72.00	61.00	48.00	
CNA07120_1	1943397	1943407	11	cdsI	6.00	3.00	2.00	12.00	6.00	3.00	0	0	0	0	0	0	1.00	1.00	4.00	1.00	2.00	1.00	
CNA07120_2	1944565	1944599	35	utr3E	47.00	29.00	16.00	20.00	10.00	10.00	30.00	11.00	29.00	11.00	15.00	19.00	12.00	8.00	13.00	135.00	75.00	70.00	
CNA07180_1	1959101	1959119	19	utr3E	209.00	110.00	78.00	112.00	65.00	53.00	21.00	15.00	25.00	42.00	41.00	49.00	68.00	71.00	53.00	84.00	61.00	72.00	
CNA07200_1	1965853	1965855	3	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	8.00	22.00	8.00	0	0	0	
CNA07200_2	1967046	1967046	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNA07200_3	1967155	1967155	1	cdsI	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA07210_1	1970163	1970174	12	cdsE	15.00	15.00	9.00	4.00	11.00	2.00	10.00	7.00	3.00	9.00	16.00	17.00	30.00	31.00	24.00	28.00	21.00	17.00	
CNA07210_2	1970306	1970345	40	utr3E	749.00	811.00	504.00	351.00	300.00	186.00	139.00	49.00	84.00	371.00	336.00	407.00	588.00	558.00	510.00	697.00	515.00	539.00	
CNA07240_1	1977374	1977374	1	utr5E	7.00	1.00	2.00	0	0	0	7.00	5.00	8.00	0	0	0	7.00	1.00	1.00	0	0	0	
CNA07240_2	1981702	1981846	145	utr3E	336.00	273.00	160.00	40.00	21.00	25.00	56.00	28.00	31.00	182.00	175.00	212.00	221.00	275.00	252.00	168.00	126.00	119.00	
CNA07250_1	1984460	1984479	20	utr3E	2084.00	1481.00	1035.00	1314.00	1016.00	658.00	268.00	131.00	193.00	1127.00	980.00	1364.00	1202.00	1265.00	932.00	1116.00	639.00	653.00	
CNA07260_1	1986769	1986776	8	utr3E	153.00	168.00	112.00	89.00	74.00	50.00	40.00	17.00	24.00	88.00	88.00	78.00	142.00	123.00	119.00	165.00	95.00	94.00	
CNA07280_1	1993030	1993036	7	utr3E	50.00	31.00	17.00	36.00	22.00	28.00	8.00	5.00	9.00	20.00	17.00	19.00	260.00	303.00	279.00	26.00	20.00	28.00	
CNA07290_1	1994091	1994091	1	cdsI	2.00	1.00	1.00	2.00	3.00	1.00	0	0	0	0	0	0	2.00	1.00	3.00	0	0	0	
CNA07295_1	1995565	1995565	1	utr5I	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	7.00	0	0	0	
CNA07295_2	1996709	1996710	2	utr3E	0	0	0	31.00	11.00	10.00	0	0	0	0	0	0	5.00	4.00	4.00	0	0	0	
CNA07300_1	1997521	1997529	9	utr5E	1.00	2.00	2.00	0	0	0	22.00	11.00	9.00	8.00	4.00	9.00	3.00	5.00	1.00	0	0	0	
CNA07300_2	1999145	1999178	34	utr3E	227.00	114.00	91.00	641.00	316.00	282.00	73.00	37.00	51.00	327.00	278.00	468.00	431.00	467.00	375.00	100.00	73.00	62.00	
CNA07310_1	2001690	2001741	52	utr3E	98.00	48.00	40.00	70.00	60.00	33.00	64.00	41.00	55.00	0	0	0	5.00	8.00	10.00	29.00	20.00	23.00	
CNA07340_1	2009815	2009815	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	4.00	0	0	0	
CNA07340_2	2010029	2010044	16	utr3E	42.00	32.00	18.00	30.00	14.00	13.00	22.00	19.00	23.00	16.00	15.00	14.00	13.00	26.00	5.00	13.00	15.00	15.00	
CNA07360_1	2016061	2016077	17	utr3E	5.00	3.00	6.00	0	0	0	0	0	0	1.00	2.00	1.00	1.00	4.00	10.00	2.00	4.00	3.00	
CNA07360_2	2016153	2016155	3	utr3E	22.00	13.00	11.00	14.00	8.00	5.00	6.00	1.00	3.00	16.00	10.00	25.00	19.00	22.00	12.00	0	0	0	
CNA07370_1	2022642	2022660	19	utr3E	120.00	69.00	57.00	181.00	111.00	79.00	33.00	19.00	24.00	8.00	9.00	7.00	23.00	14.00	15.00	16.00	12.00	10.00	
CNA07370_2	2022769	2022774	6	utr3E	4.00	1.00	1.00	8.00	5.00	4.00	1.00	1.00	3.00	6.00	3.00	6.00	7.00	14.00	6.00	3.00	2.00	3.00	
CNA07390_1	2025512	2025512	1	cdsI	0	0	0	0	0	0	0	0	0	1.00	2.00	5.00	4.00	10.00	13.00	0	0	0	
CNA07390_2	2027356	2027356	1	utr3E	1.00	4.00	1.00	1.00	3.00	2.00	0	0	0	0	0	0	5.00	4.00	3.00	5.00	2.00	1.00	
CNA07390_3	2027584	2027594	11	utr3E	5.00	6.00	3.00	3.00	2.00	3.00	0	0	0	0	0	0	10.00	5.00	6.00	0	0	0	
CNA07390_4	2027656	2027663	8	utr3E	29.00	19.00	8.00	20.00	21.00	10.00	4.00	3.00	1.00	9.00	15.00	19.00	19.00	12.00	18.00	20.00	15.00	20.00	
CNA07400_1	2030715	2030734	20	utr3E	18.00	11.00	13.00	64.00	30.00	36.00	6.00	11.00	17.00	5.00	3.00	4.00	10.00	9.00	6.00	2.00	6.00	7.00	
CNA07400_2	2030734	2030734	1	utr3E	18.00	11.00	13.00	0	0	0	6.00	11.00	17.00	5.00	3.00	4.00	10.00	9.00	6.00	2.00	6.00	7.00	
CNA07420_1	2035671	2035730	60	utr3E	192.00	102.00	80.00	136.00	88.00	69.00	29.00	19.00	33.00	25.00	19.00	20.00	46.00	36.00	27.00	40.00	43.00	31.00	
CNA07470_1	2047160	2047179	20	utr3E	232.00	172.00	107.00	164.00	107.00	76.00	56.00	29.00	37.00	122.00	113.00	170.00	208.00	265.00	198.00	171.00	99.00	130.00	
CNA07500_1	2055687	2055731	45	utr3E	225.00	169.00	109.00	97.00	78.00	41.00	38.00	17.00	25.00	70.00	73.00	100.00	130.00	127.00	94.00	97.00	69.00	64.00	
CNA07510_1	2057278	2057304	27	utr3E	313.00	140.00	104.00	75.00	38.00	17.00	51.00	47.00	57.00	80.00	62.00	91.00	107.00	126.00	100.00	69.00	46.00	60.00	
CNA07530_1	2061661	2061698	38	utr3E	308.00	144.00	109.00	181.00	106.00	74.00	65.00	47.00	82.00	49.00	39.00	38.00	97.00	99.00	72.00	158.00	121.00	124.00	
CNA07540_1	2065404	2065457	54	utr3E	1104.00	716.00	492.00	802.00	451.00	297.00	111.00	74.00	102.00	118.00	102.00	123.00	332.00	380.00	264.00	331.00	225.00	249.00	
CNA07540_2	2065510	2065565	56	utr3E	1896.00	1102.00	741.00	1704.00	862.00	716.00	154.00	101.00	120.00	703.00	699.00	850.00	1200.00	1293.00	880.00	1046.00	660.00	667.00	
CNA07550_1	2067490	2067501	12	cdsE	67.00	46.00	45.00	44.00	34.00	25.00	24.00	22.00	21.00	34.00	47.00	57.00	66.00	51.00	67.00	15.00	15.00	15.00	
CNA07550_2	2071327	2071401	75	utr3E	280.00	158.00	100.00	244.00	124.00	102.00	9.00	12.00	15.00	177.00	175.00	188.00	217.00	275.00	202.00	116.00	79.00	91.00	
CNA07570_1	2078609	2078830	222	utr3E	60459.00	25495.00	18521.00	15689.00	11927.00	8876.00	12321.00	6941.00	10865.00	4462.00	4192.00	5650.00	6107.00	6130.00	4803.00	14400.00	11409.00	9691.00	
CNA07590_1	2082287	2082330	44	utr3E	211.00	145.00	83.00	101.00	83.00	68.00	124.00	61.00	92.00	92.00	85.00	135.00	134.00	130.00	113.00	114.00	92.00	80.00	
CNA07620_1	2091195	2091319	125	utr3E	22118.00	14036.00	10003.00	9334.00	7198.00	5138.00	4495.00	2564.00	3781.00	4093.00	3631.00	4383.00	4195.00	3875.00	3088.00	11079.00	7058.00	6982.00	
CNA07640_1	2098201	2098258	58	utr3E	112.00	59.00	28.00	70.00	53.00	30.00	36.00	10.00	14.00	26.00	22.00	39.00	43.00	48.00	40.00	26.00	20.00	33.00	
CNA07660_1	2103566	2103606	41	utr3E	100.00	89.00	56.00	65.00	61.00	39.00	62.00	40.00	53.00	49.00	47.00	63.00	72.00	74.00	69.00	73.00	55.00	55.00	
CNA07680_1	2110302	2110306	5	cdsE	1.00	1.00	2.00	0	0	0	46.00	28.00	45.00	0	0	0	0	0	0	0	0	0	
CNA07680_2	2112271	2112282	12	utr3E	17.00	14.00	10.00	34.00	25.00	15.00	5.00	1.00	4.00	13.00	6.00	8.00	12.00	10.00	10.00	25.00	9.00	11.00	
CNA07680_3	2112282	2112282	1	utr3E	17.00	14.00	10.00	0	0	0	5.00	1.00	4.00	13.00	6.00	8.00	12.00	10.00	10.00	25.00	9.00	11.00	
CNA07680_4	2112362	2112376	15	utr3E	1.00	4.00	1.00	7.00	3.00	5.00	0	0	0	2.00	4.00	2.00	4.00	6.00	4.00	7.00	7.00	6.00	
CNA07710_1	2125324	2125360	37	utr3E	823.00	494.00	377.00	429.00	322.00	254.00	287.00	174.00	257.00	196.00	203.00	242.00	266.00	290.00	180.00	397.00	293.00	317.00	
CNA07760_1	2140661	2140667	7	utr5I	0	0	0	0	0	0	0	0	0	15.00	4.00	24.00	0	0	0	0	0	0	
CNA07760_2	2140719	2140729	11	utr5E	0	0	0	0	0	0	9.00	5.00	3.00	1.00	2.00	2.00	0	0	0	0	0	0	
CNA07760_3	2140828	2140835	8	utr5E	17.00	8.00	8.00	1.00	2.00	1.00	3.00	2.00	1.00	5.00	9.00	7.00	1.00	2.00	1.00	0	0	0	
CNA07760_4	2141363	2141365	3	utr5E	0	0	0	0	0	0	0	0	0	7.00	6.00	9.00	0	0	0	0	0	0	
CNA07760_5	2142580	2142589	10	utr3E	43.00	27.00	26.00	6.00	10.00	4.00	29.00	12.00	15.00	29.00	21.00	42.00	32.00	35.00	26.00	35.00	50.00	33.00	
CNA07770_1	2147348	2147406	59	utr3E	43.00	18.00	20.00	146.00	89.00	58.00	0	0	0	10.00	9.00	10.00	71.00	58.00	46.00	20.00	13.00	16.00	
CNA07770_2	2147461	2147496	36	utr3E	142.00	93.00	75.00	288.00	189.00	102.00	34.00	23.00	29.00	51.00	67.00	62.00	60.00	56.00	59.00	35.00	19.00	12.00	
CNA07790_1	2153271	2153271	1	utr3E	0	0	0	1.00	2.00	2.00	2.00	1.00	1.00	0	0	0	5.00	3.00	1.00	0	0	0	
CNA07810_1	2157024	2157033	10	utr5E	3.00	2.00	1.00	1.00	2.00	1.00	0	0	0	14.00	15.00	24.00	31.00	19.00	15.00	4.00	4.00	5.00	
CNA07810_2	2157694	2157740	47	cdsE	33.00	22.00	18.00	33.00	41.00	26.00	11.00	5.00	6.00	41.00	36.00	48.00	28.00	39.00	36.00	34.00	23.00	17.00	
CNA07810_3	2158672	2158692	21	utr3E	4.00	4.00	9.00	9.00	6.00	5.00	21.00	10.00	19.00	23.00	22.00	32.00	32.00	36.00	36.00	21.00	19.00	8.00	
CNA07810_4	2158748	2158759	12	utr3E	60.00	23.00	23.00	59.00	33.00	30.00	33.00	29.00	49.00	18.00	23.00	25.00	31.00	37.00	26.00	26.00	18.00	17.00	
CNA07830_1	2162419	2162528	110	utr3E	2669.00	1286.00	921.00	1447.00	849.00	657.00	580.00	384.00	609.00	1099.00	1010.00	1452.00	1113.00	1163.00	1018.00	905.00	805.00	761.00	
CNA07840_1	2168371	2168384	14	utr3E	86.00	69.00	42.00	19.00	13.00	8.00	15.00	11.00	6.00	155.00	121.00	181.00	117.00	117.00	107.00	38.00	25.00	38.00	
CNA07860_1	2172353	2172402	50	utr3E	818.00	408.00	313.00	814.00	542.00	401.00	122.00	55.00	89.00	236.00	166.00	213.00	233.00	228.00	159.00	550.00	362.00	365.00	
CNA07900_1	2180839	2180839	1	utr5E	0	0	0	0	0	0	4.00	2.00	2.00	4.00	1.00	3.00	0	0	0	0	0	0	
CNA07900_2	2182325	2182325	1	utr3E	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA07900_3	2182700	2182700	1	utr3E	0	0	0	3.00	4.00	3.00	0	0	0	2.00	1.00	1.00	4.00	3.00	2.00	0	0	0	
CNA07900_4	2182703	2182703	1	utr3E	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA07920_1	2186158	2186184	27	utr5E	22.00	6.00	9.00	25.00	11.00	8.00	531.00	250.00	354.00	15.00	15.00	20.00	18.00	10.00	14.00	1.00	2.00	1.00	
CNA07920_2	2188432	2188474	43	utr3E	69.00	66.00	59.00	249.00	157.00	111.00	53.00	26.00	32.00	310.00	326.00	295.00	942.00	1153.00	919.00	261.00	190.00	190.00	
CNA07940_1	2192412	2192454	43	utr3E	317.00	237.00	168.00	305.00	216.00	149.00	23.00	13.00	20.00	175.00	150.00	190.00	670.00	593.00	613.00	178.00	127.00	110.00	
CNA07970_1	2197322	2197322	1	cdsI	0	0	0	0	0	0	0	0	0	12.00	14.00	25.00	9.00	14.00	17.00	9.00	9.00	2.00	
CNA07970_2	2197375	2197375	1	cdsE	15.00	9.00	8.00	7.00	3.00	1.00	5.00	2.00	5.00	0	0	0	0	0	0	0	0	0	
CNA07970_3	2198255	2198295	41	utr3E	287.00	147.00	99.00	82.00	54.00	28.00	26.00	20.00	31.00	71.00	65.00	94.00	109.00	111.00	95.00	160.00	103.00	116.00	
CNA07990_1	2202473	2202480	8	utr3E	1068.00	601.00	417.00	255.00	196.00	121.00	192.00	124.00	169.00	113.00	86.00	125.00	198.00	197.00	181.00	356.00	254.00	261.00	
CNA08010_1	2210160	2210160	1	utr3E	4.00	6.00	4.00	15.00	16.00	6.00	5.00	2.00	3.00	4.00	9.00	10.00	8.00	7.00	9.00	7.00	13.00	8.00	
CNA08010_2	2210325	2210326	2	utr3E	1.00	1.00	1.00	9.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA08010_3	2210405	2210411	7	utr3E	14.00	12.00	4.00	6.00	3.00	4.00	1.00	1.00	2.00	1.00	2.00	1.00	8.00	7.00	3.00	12.00	2.00	3.00	
CNA08010_4	2210411	2210411	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNA08030_1	2213401	2213401	1	utr3E	6.00	4.00	2.00	0	0	0	0	0	0	9.00	7.00	4.00	6.00	5.00	2.00	2.00	2.00	2.00	
CNA08030_2	2213772	2213788	17	utr3E	79.00	42.00	45.00	110.00	88.00	64.00	18.00	8.00	12.00	41.00	37.00	77.00	113.00	98.00	106.00	69.00	38.00	39.00	
CNA08040_1	2215751	2215767	17	utr3E	84.00	45.00	25.00	42.00	23.00	14.00	8.00	5.00	3.00	3.00	6.00	11.00	15.00	14.00	15.00	11.00	10.00	9.00	
CNA08040_2	2215886	2215887	2	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	4.00	4.00	4.00	4.00	5.00	5.00	5.00	3.00	4.00	
CNA08060_1	2219766	2219784	19	utr3E	41.00	18.00	17.00	143.00	83.00	67.00	78.00	36.00	48.00	21.00	18.00	34.00	138.00	169.00	172.00	5.00	3.00	2.00	
CNA08090_1	2225643	2225663	21	utr5E	13.00	7.00	8.00	7.00	3.00	3.00	107.00	64.00	57.00	21.00	16.00	30.00	14.00	16.00	12.00	2.00	2.00	4.00	
CNA08090_2	2225833	2225839	7	utr5E	0	0	0	0	0	0	12.00	6.00	9.00	0	0	0	0	0	0	0	0	0	
CNA08090_3	2226127	2226132	6	utr5E	3.00	7.00	3.00	0	0	0	0	0	0	1.00	1.00	1.00	19.00	20.00	20.00	0	0	0	
CNA08090_4	2226609	2226609	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA08090_5	2227594	2227594	1	cdsE	6.00	2.00	2.00	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	1.00	1.00	4.00	
CNA08090_6	2229396	2229404	9	utr3E	6.00	3.00	1.00	4.00	3.00	4.00	0	0	0	1.00	1.00	5.00	3.00	3.00	6.00	0	0	0	
CNA08100_1	2230016	2230122	107	utr5E	139.00	89.00	73.00	82.00	66.00	49.00	300.00	161.00	207.00	82.00	77.00	145.00	59.00	43.00	42.00	23.00	18.00	17.00	
CNA08100_2	2231509	2231526	18	utr3E	77.00	90.00	36.00	97.00	67.00	45.00	18.00	8.00	14.00	45.00	45.00	58.00	91.00	92.00	88.00	93.00	41.00	59.00	
CNA08120_1	2237727	2237762	36	utr3E	94.00	56.00	45.00	18.00	9.00	9.00	3.00	1.00	3.00	130.00	113.00	156.00	149.00	160.00	170.00	35.00	14.00	12.00	
CNA08140_1	2243765	2243773	9	utr3E	87.00	42.00	22.00	74.00	48.00	33.00	39.00	43.00	47.00	42.00	29.00	45.00	38.00	43.00	36.00	29.00	21.00	31.00	
CNA08170_1	2246576	2246576	1	utr5E	0	0	0	0	0	0	6.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA08170_2	2247235	2247235	1	utr3E	8.00	7.00	5.00	17.00	4.00	2.00	0	0	0	2.00	9.00	1.00	7.00	1.00	8.00	4.00	1.00	4.00	
CNA08170_3	2247339	2247339	1	utr3E	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA08190_1	2250949	2250971	23	utr5E	0	0	0	0	0	0	5.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNA08190_2	2252622	2252668	47	utr3E	44.00	31.00	23.00	51.00	46.00	42.00	5.00	4.00	6.00	18.00	15.00	19.00	44.00	37.00	41.00	422.00	248.00	254.00	
CNA08200_1	2252925	2252930	6	utr5E	2.00	1.00	2.00	0	0	0	20.00	17.00	14.00	0	0	0	1.00	2.00	2.00	0	0	0	
CNA08200_2	2253357	2253357	1	utr5E	0	0	0	6.00	5.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA08200_3	2255312	2255313	2	utr3E	0	0	0	38.00	16.00	11.00	0	0	0	0	0	0	3.00	4.00	3.00	0	0	0	
CNA08210_1	2258683	2258683	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNA08210_2	2258687	2258687	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA08220_1	2260794	2260816	23	cdsE	13.00	10.00	13.00	18.00	16.00	11.00	14.00	8.00	15.00	7.00	7.00	5.00	6.00	3.00	4.00	40.00	33.00	35.00	
CNA08220_2	2261156	2261162	7	utr3E	392.00	209.00	133.00	345.00	249.00	167.00	43.00	31.00	61.00	76.00	47.00	78.00	83.00	65.00	49.00	235.00	114.00	169.00	
CNA08240_1	2265635	2265642	8	utr3E	156.00	97.00	68.00	100.00	41.00	28.00	17.00	6.00	15.00	34.00	35.00	39.00	58.00	65.00	46.00	52.00	43.00	40.00	
CNA08270_1	2277447	2277447	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	1.00	0	0	0	
CNA08270_2	2277479	2277479	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNA08270_3	2277881	2277896	16	utr3E	45.00	30.00	36.00	45.00	36.00	15.00	3.00	4.00	3.00	2.00	4.00	3.00	6.00	6.00	6.00	7.00	4.00	7.00	
CNA08280_1	2279670	2279711	42	utr3E	2482.00	1175.00	956.00	1089.00	635.00	524.00	338.00	247.00	301.00	267.00	212.00	347.00	465.00	426.00	384.00	497.00	403.00	364.00	
CNA08310_1	2285032	2285041	10	utr3E	234.00	153.00	80.00	205.00	103.00	95.00	39.00	17.00	30.00	80.00	66.00	94.00	103.00	121.00	111.00	62.00	56.00	74.00	
CNA08335_1	2292182	2292199	18	cdsI	5.00	2.00	2.00	6.00	1.00	1.00	0	0	0	1.00	4.00	5.00	12.00	15.00	17.00	0	0	0	
CNA08335_2	2292199	2292199	1	cdsI	0	0	0	6.00	1.00	1.00	0	0	0	1.00	4.00	5.00	12.00	15.00	17.00	0	0	0	
CNA08350_1	2296618	2296622	5	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	9.00	6.00	10.00	0	0	0	0	0	0	
CNA08350_2	2297743	2297750	8	utr3E	6.00	2.00	6.00	1.00	5.00	4.00	21.00	7.00	16.00	8.00	2.00	4.00	4.00	1.00	5.00	7.00	6.00	5.00	
CNB00040_1	8746	8775	30	utr3E	318.00	155.00	107.00	200.00	140.00	99.00	59.00	59.00	103.00	26.00	37.00	64.00	38.00	28.00	27.00	121.00	80.00	78.00	
CNB00060_1	17320	17324	5	utr3E	178.00	136.00	78.00	55.00	16.00	19.00	27.00	20.00	22.00	81.00	65.00	102.00	53.00	58.00	57.00	118.00	139.00	124.00	
CNB00060_2	17396	17397	2	utr3E	57.00	25.00	23.00	12.00	18.00	6.00	0	0	0	11.00	10.00	12.00	15.00	16.00	18.00	23.00	24.00	19.00	
CNB00065_1	18884	18892	9	utr3E	265.00	116.00	91.00	426.00	220.00	131.00	10.00	7.00	6.00	46.00	35.00	58.00	100.00	97.00	80.00	173.00	104.00	113.00	
CNB00090_1	25238	25245	8	utr3E	112.00	124.00	77.00	114.00	84.00	24.00	165.00	109.00	193.00	68.00	39.00	54.00	48.00	55.00	32.00	38.00	32.00	27.00	
CNB00120_1	36709	36709	1	utr3E	3.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	
CNB00120_2	36780	36805	26	utr3E	28.00	16.00	11.00	27.00	23.00	11.00	2.00	1.00	1.00	17.00	12.00	20.00	14.00	19.00	23.00	13.00	12.00	13.00	
CNB00135_1	40778	40779	2	cdsE	0	0	0	2.00	8.00	4.00	16.00	5.00	18.00	11.00	11.00	11.00	12.00	5.00	10.00	0	0	0	
CNB00135_2	42087	42125	39	utr3E	9.00	11.00	4.00	15.00	13.00	7.00	0	0	0	1.00	2.00	2.00	6.00	6.00	6.00	11.00	4.00	6.00	
CNB00160_1	49333	49333	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	
CNB00160_2	51061	51086	26	utr3E	0	0	0	0	0	0	0	0	0	5.00	5.00	11.00	1.00	2.00	4.00	28.00	27.00	15.00	
CNB00160_3	51216	51235	20	utr3E	2.00	1.00	1.00	0	0	0	0	0	0	3.00	1.00	3.00	4.00	8.00	5.00	0	0	0	
CNB00160_4	51235	51235	1	utr3E	2.00	1.00	1.00	0	0	0	0	0	0	3.00	1.00	3.00	0	0	0	0	0	0	
CNB00160_5	51432	51432	1	utr3E	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB00160_6	51516	51516	1	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB00160_7	51755	51784	30	utr3E	0	0	0	7.00	2.00	4.00	0	0	0	0	0	0	6.00	2.00	1.00	0	0	0	
CNB00170_1	54153	54203	51	utr3E	106.00	61.00	36.00	97.00	58.00	51.00	13.00	6.00	4.00	119.00	99.00	119.00	102.00	128.00	90.00	112.00	65.00	71.00	
