name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_07672_2	779369	779369	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07672_3	779454	779457	4	+	cdsE	8	8	10	5	1	5	1	2	2	5	2	7	0	0	0	1	3	2	0	0	0	6	5	4	3	1	3
CNAG_07672_4	781344	781344	1	+	cdsE	1	3	2	4	1	2	0	0	0	1	3	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07672_5	781347	781347	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_07672_6	781716	781725	10	+	utr3E	24	37	21	11	7	9	8	7	4	5	9	6	8	1	11	6	8	3	3	8	26	9	13	11	7	3	4
CNAG_07675_1	901981	902002	22	+	utr3E	13	17	13	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	1	2	1	0	0	0	3	10	5
CNAG_07675_2	902097	902099	3	+	utr3E	1	2	3	6	2	2	2	1	1	0	0	0	5	2	5	0	0	0	1	1	2	0	0	0	11	6	9
CNAG_07677_1	1038180	1038180	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07677_2	1038393	1038395	3	+	utr3E	10	7	7	6	1	1	2	2	2	7	6	2	0	0	0	0	0	0	0	0	0	2	1	8	1	7	6
CNAG_07677_3	1038466	1038466	1	+	utr3E	8	10	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	2	1	1	2	2	4	2
CNAG_07683_1	1283779	1283804	26	+	cdsE	8	4	2	0	0	0	0	0	0	5	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07683_2	1283963	1284060	98	+	cdsE	82	159	97	54	16	38	71	80	64	24	31	35	63	63	102	74	113	42	58	49	105	198	161	190	103	70	65
CNAG_07686_1	1291270	1291285	16	+	utr3E	104	125	78	59	11	37	10	9	10	54	43	30	18	15	19	11	16	7	18	13	52	0	0	0	18	22	41
CNAG_07686_2	1291359	1291364	6	+	utr3E	15	26	11	4	4	1	0	0	0	8	10	7	5	3	6	3	1	2	6	3	7	0	0	0	6	8	4
CNAG_07686_3	1291364	1291364	1	+	utr3E	0	0	0	4	4	1	0	0	0	0	0	0	5	3	6	3	1	2	6	3	7	0	0	0	0	0	0
CNAG_07692_1	1310060	1310068	9	+	utr3E	51	82	59	44	3	29	16	24	9	45	35	44	21	28	47	17	26	16	19	23	52	19	28	37	23	52	34
CNAG_07693_1	1320358	1320361	4	+	utr3E	8	2	3	3	1	1	6	3	3	18	17	20	0	0	0	0	0	0	0	0	0	1	4	1	9	20	18
CNAG_07697_1	1327200	1327201	2	+	cdsI	1	2	4	1	1	2	8	10	7	1	2	4	0	0	0	4	8	9	1	1	3	0	0	0	1	1	1
CNAG_07699_1	1335465	1335465	1	+	utr3E	3	11	5	0	0	0	0	0	0	7	11	14	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
CNAG_07699_2	1335612	1335650	39	+	utr3E	31	39	34	12	8	11	8	4	9	8	19	18	7	11	17	10	11	5	8	9	12	4	3	2	11	19	8
CNAG_07703_1	1341224	1341224	1	+	cdsE	0	0	0	0	0	0	2	2	1	0	0	0	1	2	3	3	2	1	1	2	3	0	0	0	3	2	1
CNAG_07703_2	1341586	1341586	1	+	utr3E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07703_3	1341741	1341741	1	+	utr3E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07703_4	1341857	1341857	1	+	utr3E	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07703_5	1341871	1341871	1	+	utr3E	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07704_1	1399297	1399297	1	+	cdsI	10	16	10	2	1	1	0	0	0	5	3	4	2	1	1	3	4	1	3	2	2	0	0	0	0	0	0
CNAG_07989_1	182723	182723	1	+	cdsE	1	4	2	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07989_2	182827	182833	7	+	utr3E	0	0	0	44	20	36	22	25	24	6	6	3	33	33	50	16	20	9	21	21	49	0	0	0	61	111	38
CNAG_07992_1	1316920	1316920	1	+	utr5E	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_07992_2	1317205	1317205	1	+	cdsE	22	18	20	17	8	16	9	11	8	23	25	24	10	15	13	6	7	5	5	4	16	14	5	10	15	23	10
CNAG_03086_1	18669	18671	3	+	utr3E	61	72	49	33	2	18	6	6	8	26	39	23	11	17	20	1	1	3	6	8	38	0	0	0	25	46	20
CNAG_03097_1	42603	42624	22	+	utr3E	9	21	11	5	2	1	0	0	0	7	6	4	2	3	6	0	0	0	2	1	2	0	0	0	6	9	5
CNAG_03097_2	42624	42624	1	+	utr3E	0	0	0	5	2	1	0	0	0	0	0	0	2	3	6	0	0	0	2	1	2	0	0	0	6	9	5
CNAG_03097_3	42681	42681	1	+	utr3E	4	8	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	3	0	0	0	0	0	0
CNAG_03098_1	44311	44320	10	+	utr3E	209	307	217	136	36	83	33	46	31	45	50	36	66	65	109	21	52	16	69	49	161	16	10	24	35	56	21
CNAG_03100_1	53504	53546	43	+	utr3E	190	276	164	73	16	46	16	35	17	84	93	90	28	37	58	14	33	12	43	22	65	25	25	21	61	97	55
CNAG_03103_1	61449	61455	7	+	cdsE	73	92	56	26	13	20	3	13	7	56	58	53	5	10	12	5	5	6	6	3	18	11	8	10	22	30	11
CNAG_03103_2	61868	61871	4	+	utr3E	76	110	47	34	6	16	9	8	7	28	39	30	7	16	16	13	7	7	16	7	21	4	5	10	5	12	8
CNAG_03109_1	72063	72063	1	+	cdsE	16	26	12	18	5	10	1	1	1	0	0	0	4	6	6	1	1	1	8	3	2	1	1	2	8	2	2
CNAG_03109_2	72459	72487	29	+	utr3E	184	234	143	142	36	101	16	25	25	38	41	43	79	88	106	26	22	10	47	49	141	13	6	19	37	66	43
CNAG_03110_1	76620	76703	84	+	utr3E	178	250	158	109	39	71	77	76	53	362	399	346	66	72	92	81	114	60	39	52	114	133	88	113	116	156	78
CNAG_03114_1	84505	84606	102	+	utr3E	492	674	334	283	50	124	164	159	151	716	764	561	181	215	281	136	211	96	171	177	548	767	615	788	933	1732	857
CNAG_03115_1	87517	87563	47	+	utr3E	34	50	32	67	24	54	13	8	8	31	27	36	19	16	29	2	2	1	25	20	59	0	0	0	19	39	16
CNAG_03116_1	96595	96630	36	+	utr3E	390	582	295	130	25	80	39	41	34	149	175	165	42	52	53	42	46	22	45	25	102	20	11	22	34	78	45
CNAG_03118_1	102606	102606	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0
CNAG_03118_2	104268	104323	56	+	utr3E	31	32	24	16	8	12	18	19	13	10	7	6	18	24	29	10	10	3	24	16	40	1	1	1	15	20	6
CNAG_03121_1	118131	118136	6	+	cdsE	3	11	7	0	0	0	0	0	0	6	5	9	0	0	0	0	0	0	1	2	5	0	0	0	2	2	1
CNAG_03121_2	118357	118357	1	+	cdsE	0	0	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03121_3	120149	120178	30	+	utr3E	30	51	37	17	6	11	1	1	1	16	15	9	7	13	10	3	4	2	0	0	0	0	0	0	2	6	4
CNAG_03121_4	120351	120351	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03123_1	124106	124122	17	+	utr3E	0	0	0	4	2	7	5	4	2	11	24	9	2	1	4	0	0	0	1	2	1	0	0	0	3	5	2
CNAG_03125_1	130008	130036	29	+	utr3E	135	201	137	63	17	42	15	15	9	39	30	44	35	39	64	1	3	6	22	26	64	0	0	0	19	28	20
CNAG_03127_1	132500	132664	165	+	utr3E	0	0	0	1322	422	745	136	211	137	401	447	400	390	628	915	103	158	66	499	460	1194	122	92	178	334	569	293
CNAG_03128_1	136460	136468	9	+	utr3E	25	37	19	50	12	21	26	33	29	18	20	15	54	49	60	31	25	23	25	31	92	5	2	11	43	93	51
CNAG_03128_2	136523	136523	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03130_1	139563	139568	6	+	cdsE	13	17	15	2	1	2	1	1	1	2	3	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0
CNAG_03130_2	139711	139726	16	+	utr3E	71	113	85	338	76	213	86	75	78	20	21	24	134	118	212	43	94	40	110	88	280	8	5	17	85	125	94
CNAG_03132_1	142201	142240	40	+	utr5E	0	0	0	11	5	6	4	6	5	0	0	0	1	3	3	0	0	0	1	2	8	0	0	0	2	4	1
CNAG_03132_2	142240	142240	1	+	utr5E	0	0	0	0	0	0	4	6	5	0	0	0	1	3	3	0	0	0	1	2	8	0	0	0	2	4	1
CNAG_03132_3	144308	144308	1	+	utr3E	3	4	4	1	1	1	0	0	0	5	5	2	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0
CNAG_03135_1	154277	154281	5	+	utr3E	0	0	0	5	1	1	4	3	4	1	1	2	3	1	3	2	3	3	0	0	0	1	1	6	2	3	4
CNAG_03139_1	168622	168627	6	+	utr3E	33	86	40	64	21	43	10	14	9	6	13	5	24	24	49	19	21	12	27	37	70	3	1	8	28	33	19
CNAG_03143_1	174677	174781	105	+	utr3E	3507	4030	1872	1264	216	487	1799	2263	1600	7002	7513	6583	1130	1136	1187	889	1425	627	521	282	1106	12235	10017	9868	2371	4048	2763
CNAG_03146_1	182461	182493	33	+	cdsE	23	24	10	7	3	10	2	5	2	10	8	10	1	1	2	0	0	0	2	2	8	1	1	1	3	1	1
CNAG_03146_2	182811	182835	25	+	utr3E	360	519	317	86	23	47	53	65	47	114	153	128	77	105	105	36	41	19	67	61	138	127	87	111	60	110	77
CNAG_03148_1	185986	185986	1	+	cdsE	7	13	3	6	4	6	0	0	0	1	2	2	1	3	5	0	0	0	1	2	4	0	0	0	2	3	1
CNAG_03148_2	189618	189661	44	+	utr3I	195	284	213	76	20	55	18	26	17	31	36	30	35	45	73	22	14	7	34	33	58	0	0	0	26	37	25
CNAG_03151_1	195912	195977	66	+	utr3E	19	37	21	13	11	5	4	9	12	28	22	14	13	9	20	3	5	1	5	2	12	0	0	0	13	10	5
CNAG_03151_2	196099	196099	1	+	utr3E	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	1
CNAG_03153_1	199637	199642	6	+	utr3E	79	83	52	36	8	19	9	7	11	15	14	23	20	26	35	1	1	1	20	17	34	37	13	23	35	56	23
CNAG_03153_2	199718	199763	46	+	utr3E	140	207	109	13	4	6	18	17	9	53	77	58	31	36	33	3	9	1	20	15	26	35	20	29	52	87	42
CNAG_03153_3	199919	200022	104	+	utr3E	0	0	0	295	77	171	50	69	54	208	203	174	136	164	245	43	46	32	122	84	295	38	40	52	51	59	53
CNAG_03155_1	207077	207147	71	+	utr3E	156	209	103	41	18	21	24	30	35	51	70	91	30	40	34	19	19	14	31	22	63	6	5	5	12	18	13
CNAG_03158_1	213387	213461	75	+	utr3E	41	55	27	14	9	9	5	4	3	11	11	16	5	3	10	2	3	1	6	10	14	0	0	0	6	17	7
CNAG_03160_1	216803	216803	1	+	cdsE	1	3	4	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03160_2	217760	217761	2	+	utr3E	3	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03160_3	217818	217824	7	+	utr3E	5	14	9	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_03160_4	219083	219083	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_03161_1	220618	220618	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	1	1	5	1	2	1
CNAG_03161_2	222215	222223	9	+	utr3E	38	79	25	4	1	2	6	5	3	23	17	19	3	3	2	7	6	4	5	3	14	4	4	5	5	3	5
CNAG_03163_1	223707	223707	1	+	utr5E	4	1	4	0	0	0	1	3	1	0	0	0	9	2	3	1	2	1	3	5	3	0	0	0	6	8	5
CNAG_03163_2	227405	227492	88	+	utr3E	22	26	17	8	4	4	4	2	5	3	7	11	1	3	1	0	0	0	2	2	1	0	0	0	1	1	1
CNAG_03167_1	233501	233525	25	+	utr3E	35	25	21	50	10	32	15	3	5	8	4	7	16	16	9	7	8	3	10	5	18	0	0	0	19	36	43
CNAG_03167_2	233601	233602	2	+	utr3E	36	35	26	8	3	7	1	1	1	13	13	17	2	3	8	0	0	0	0	0	0	0	0	0	7	10	12
CNAG_03170_1	241569	241569	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	10	2
CNAG_03170_2	241625	241630	6	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03173_1	248636	248636	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03173_2	253976	253991	16	+	utr3E	102	145	94	37	18	34	16	19	17	67	73	65	15	19	25	16	38	20	17	15	35	18	16	18	25	51	24
CNAG_03175_1	256796	256807	12	+	utr3E	12	8	5	14	8	18	7	7	5	1	3	2	12	10	19	2	4	4	3	4	9	2	1	3	16	18	15
CNAG_03178_1	268479	268584	106	+	utr3E	138	203	132	37	11	16	11	18	14	68	93	90	21	37	41	5	7	4	17	17	45	11	15	9	15	27	26
CNAG_03179_1	269836	269836	1	+	cdsE	7	14	13	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2
CNAG_03179_2	270331	270331	1	+	utr3I	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03182_1	275929	275929	1	+	cdsE	1	4	1	4	2	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	3	3
CNAG_03182_2	276357	276357	1	+	cdsE	7	19	7	0	0	0	0	0	0	6	8	6	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_03182_3	276414	276420	7	+	cdsE	28	29	26	16	4	4	3	11	10	11	17	15	4	5	12	1	1	1	5	4	18	8	7	20	9	17	20
CNAG_03182_4	276477	276477	1	+	cdsE	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0
CNAG_03182_5	276823	276873	51	+	utr3E	0	0	0	10	8	11	5	8	10	22	18	18	14	20	30	3	7	6	6	8	17	19	16	25	15	19	18
CNAG_03184_1	283435	283435	1	+	cdsE	3	7	4	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03184_2	285097	285114	18	+	utr3E	75	124	80	53	16	42	7	16	19	11	12	15	18	23	43	11	6	2	16	23	62	0	0	0	13	23	15
CNAG_03185_1	286151	286245	95	+	utr3E	48	57	49	42	10	22	10	12	11	98	74	81	5	8	14	10	14	8	7	9	23	0	0	0	3	7	4
CNAG_03185_2	286289	286304	16	+	utr3E	4	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03185_3	286392	286395	4	+	utr3E	22	21	11	0	0	0	3	7	2	5	14	4	4	6	7	0	0	0	3	4	10	0	0	0	0	0	0
CNAG_03186_1	288042	288137	96	+	utr3E	0	0	0	309	66	183	97	122	92	189	209	182	171	170	210	90	133	59	97	83	288	64	56	72	110	361	205
CNAG_03187_1	289279	289280	2	+	cdsE	8	11	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0
CNAG_03187_2	290088	290126	39	+	utr3E	26	59	27	35	13	13	19	20	23	11	14	11	23	31	34	11	19	9	20	14	54	7	10	8	27	37	23
CNAG_03190_1	302224	302227	4	+	utr3E	63	73	49	22	3	12	4	8	6	18	24	24	6	11	10	6	5	3	19	11	23	2	1	2	4	6	4
CNAG_03190_2	302330	302345	16	+	utr3E	210	359	218	174	45	100	75	80	76	98	79	102	91	87	141	72	79	36	107	61	254	49	34	36	110	172	80
CNAG_03192_1	307166	307170	5	+	cdsE	32	55	46	21	6	11	5	7	8	36	18	22	6	9	12	5	9	2	5	11	14	4	3	4	3	10	4
CNAG_03194_1	313195	313281	87	+	utr3E	95	168	88	47	13	23	10	11	11	53	40	35	23	25	22	4	5	4	26	21	38	50	41	37	8	14	9
CNAG_03196_1	315898	315958	61	+	utr3E	280	423	310	184	49	89	27	32	20	90	85	81	65	84	103	16	26	11	80	53	168	3	6	7	28	44	32
CNAG_03197_1	316012	316017	6	+	utr5I	6	18	7	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03198_1	319279	319435	157	+	utr3E	10209	15944	12195	6221	1503	3641	435	556	430	1269	1413	1334	2341	2806	3557	266	356	158	2218	1542	4746	405	297	635	1491	2698	1280
CNAG_03203_1	339274	339274	1	+	cdsI	1	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03203_2	339338	339377	40	+	cdsE	8	23	10	29	8	11	4	9	9	6	11	13	4	4	10	4	8	7	4	4	19	3	2	1	5	13	16
CNAG_03203_3	339836	339840	5	+	utr3E	118	200	138	79	19	38	27	16	20	45	28	26	27	32	37	16	20	11	28	21	51	3	3	7	31	49	34
CNAG_03204_1	341306	341314	9	+	utr3E	15	26	8	20	6	15	5	18	16	11	13	8	4	9	9	5	7	5	6	6	13	20	9	15	26	31	21
CNAG_03206_1	345539	345592	54	+	utr3E	32	50	27	11	3	10	3	2	1	9	10	3	2	5	2	2	3	1	5	5	8	1	1	4	5	10	4
CNAG_03206_2	345592	345592	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	1	1	4	0	0	0
CNAG_03210_1	354365	354376	12	+	utr3E	653	1057	729	305	78	194	89	117	90	417	508	494	106	115	201	74	103	46	108	114	291	52	41	80	51	70	53
CNAG_03215_1	367311	367337	27	+	cdsE	24	25	19	7	5	10	3	5	2	27	27	33	1	2	3	11	11	4	5	10	13	0	0	0	1	2	1
CNAG_03215_2	367586	367588	3	+	utr3E	30	24	23	9	3	4	12	5	5	16	13	13	5	9	4	13	15	6	7	4	11	3	2	2	6	5	1
CNAG_03215_3	367588	367588	1	+	utr3E	0	0	0	9	3	4	12	5	5	16	13	13	5	9	4	0	0	0	7	4	11	3	2	2	6	5	1
CNAG_03220_1	379780	379787	8	+	utr3E	62	101	49	57	7	35	22	20	20	90	93	61	29	29	35	9	12	11	12	20	53	9	15	18	25	27	20
CNAG_03222_1	383212	383212	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4
CNAG_03222_2	383322	383326	5	+	utr3E	13	25	22	10	1	2	1	1	2	0	0	0	3	7	9	0	0	0	1	1	6	0	0	0	5	20	13
CNAG_03228_1	395041	395060	20	+	utr3E	0	0	0	122	27	71	78	97	58	258	256	205	105	135	183	76	86	32	65	54	158	77	74	58	104	178	96
CNAG_03231_1	401590	401602	13	+	utr3E	187	338	296	282	61	160	62	83	41	362	395	365	40	35	46	49	63	27	41	25	80	212	176	273	181	303	166
CNAG_03232_1	403416	403461	46	+	utr3E	237	272	175	93	34	67	46	66	37	146	180	162	61	78	77	33	44	19	28	29	96	69	73	108	33	68	47
CNAG_03234_1	405736	405736	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03237_1	415034	415041	8	+	utr3E	70	89	45	37	15	32	8	21	21	25	31	17	35	21	45	15	15	9	16	23	47	0	0	0	16	29	27
CNAG_03239_1	417152	417152	1	+	cdsE	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03239_2	417959	417959	1	+	utr3E	8	21	11	7	1	1	1	3	1	0	0	0	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03242_1	427416	427425	10	+	utr5E	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1	3	3	5	7	8	4	2
CNAG_03242_2	429382	429411	30	+	utr3E	0	0	0	3	3	2	8	6	6	0	0	0	7	10	9	10	8	3	5	4	12	38	28	40	55	118	62
CNAG_03243_1	431697	431746	50	+	utr3E	81	111	90	31	11	27	21	14	11	98	144	102	16	30	22	18	18	11	7	7	21	99	49	89	104	214	140
CNAG_03243_2	431794	431807	14	+	utr3E	3	1	2	0	0	0	1	2	1	0	0	0	1	3	5	2	1	4	0	0	0	22	15	16	14	19	18
CNAG_03244_1	433650	433691	42	+	utr3E	34	57	39	14	5	6	7	9	4	8	17	14	7	15	26	9	8	2	11	7	14	12	17	17	15	25	18
CNAG_03247_1	442291	442291	1	+	cdsE	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03247_2	443564	443569	6	+	utr3E	1	1	2	0	0	0	3	3	5	0	0	0	2	2	4	1	2	1	1	1	5	0	0	0	4	3	2
CNAG_03247_3	443790	443793	4	+	utr3E	24	23	14	8	2	5	0	0	0	9	8	9	3	2	4	0	0	0	2	7	13	6	7	4	4	5	3
CNAG_03248_1	446438	446533	96	+	utr3E	149	220	150	89	23	53	22	29	29	73	91	78	36	38	71	28	38	19	40	40	85	36	33	93	63	103	63
CNAG_03249_1	447972	448067	96	+	utr3E	282	366	244	84	28	64	13	16	22	40	52	60	37	60	54	10	20	9	46	40	82	23	19	20	26	37	30
CNAG_03251_1	450937	450976	40	+	utr3E	1998	3052	1931	2349	786	1560	509	641	636	280	323	342	1421	1507	2288	622	754	357	1400	1064	3141	354	301	513	1206	1526	904
CNAG_03259_1	508525	508525	1	+	utr5E	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03259_2	508701	508701	1	+	utr5I	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03259_3	508704	508704	1	+	utr5I	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03259_4	509820	509823	4	+	cdsE	10	10	10	9	7	6	3	2	3	7	15	14	0	0	0	0	0	0	3	7	2	0	0	0	2	12	3
CNAG_03259_5	510636	510636	1	+	utr3E	2	1	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1
CNAG_03261_1	512893	512949	57	+	utr3E	237	367	232	62	24	47	11	21	13	35	45	41	15	23	55	19	12	9	24	29	59	1	4	4	23	28	17
CNAG_03263_1	516609	516626	18	+	utr3E	739	1004	615	893	274	603	228	263	255	156	152	153	374	385	562	214	289	128	359	281	831	48	35	110	239	340	210
CNAG_03265_1	521027	521079	53	+	utr3E	5	10	10	13	4	6	1	1	3	0	0	0	1	1	5	0	0	0	2	2	7	0	0	0	2	4	3
CNAG_03265_2	521079	521079	1	+	utr3E	0	0	0	0	0	0	1	1	3	0	0	0	1	1	5	0	0	0	2	2	7	0	0	0	2	4	3
CNAG_03270_1	534417	534423	7	+	utr3E	544	753	502	217	53	178	18	37	36	161	179	137	73	103	115	21	36	25	67	62	168	5	5	7	44	91	46
CNAG_03272_1	538866	538866	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	1	3
CNAG_03274_1	546541	546564	24	+	utr3E	44	48	38	55	15	32	14	21	28	8	9	5	41	34	50	12	18	11	28	33	101	2	4	2	22	33	18
CNAG_03274_2	546707	546709	3	+	utr3E	14	23	17	13	4	6	0	0	0	3	7	4	5	2	7	0	0	0	1	5	7	0	0	0	2	1	1
CNAG_03276_1	549820	549845	26	+	cdsE	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03276_2	550336	550343	8	+	utr3E	11	48	24	8	1	5	2	3	3	6	9	6	2	2	4	0	0	0	3	2	4	0	0	0	1	2	2
CNAG_03277_1	552087	552110	24	+	utr3E	12	14	12	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_03280_1	558958	558978	21	+	utr3E	37	64	32	44	10	32	5	2	9	3	2	8	23	16	21	7	3	5	10	6	30	11	7	7	46	49	39
CNAG_03282_1	562813	562825	13	+	cdsE	4	2	2	0	0	0	0	0	0	0	0	0	4	2	10	0	0	0	0	0	0	5	6	2	7	12	7
CNAG_03282_2	562903	562927	25	+	utr3E	70	134	81	61	10	43	19	28	19	59	52	43	31	35	43	20	24	10	22	19	47	41	38	39	64	86	61
CNAG_03283_1	564263	564312	50	+	utr3E	0	0	0	6500	1326	3684	391	532	365	1647	1762	1561	2341	2537	3408	260	295	147	2056	1373	4226	349	220	475	1867	3162	1532
CNAG_03285_1	567727	567727	1	+	cdsE	5	9	7	0	0	0	2	1	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_03285_2	568113	568117	5	+	utr3E	93	139	91	47	17	33	11	11	12	38	25	27	25	19	36	2	9	3	24	26	36	1	1	3	17	23	12
CNAG_03287_1	570243	570266	24	+	utr3E	479	920	691	361	84	219	86	120	85	185	183	182	184	190	261	80	115	48	145	105	326	14	8	33	148	212	92
CNAG_03289_1	573855	573884	30	+	cdsI	20	36	32	69	15	38	13	29	16	17	11	9	19	24	31	15	24	11	27	17	51	17	23	32	33	54	25
CNAG_03289_2	575577	575595	19	+	utr3E	0	0	0	157	42	105	49	58	39	32	26	25	88	66	126	36	57	32	65	49	188	33	30	50	70	101	47
CNAG_03293_1	585920	585970	51	+	utr3E	102	167	129	139	36	86	48	55	32	60	44	55	47	49	72	25	39	15	41	30	92	40	28	55	68	133	56
CNAG_03294_1	586446	586459	14	+	utr5I	4	9	2	0	0	0	0	0	0	2	1	2	1	1	1	0	0	0	0	0	0	2	2	1	1	1	1
CNAG_03294_2	587681	587681	1	+	utr3E	0	0	0	0	0	0	3	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
