name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	upf1_Expo30_a	upf1_Expo30_b	upf1_Expo30_c	pab2_Expo30_a	pab2_Expo30_b	pab2_Expo30_c
CNG00710_1	203345	203345	1	+	cdsI	2	1	2	0	0	0	4	4	1	0	0	0	0	0	0	1	2	1
CNG00710_2	204545	204550	6	+	cdsI	8	4	1	6	5	2	6	5	3	5	10	8	3	2	1	7	7	2
CNG00730_1	206398	206415	18	+	utr3E	76	40	31	53	40	25	49	38	60	54	54	31	63	34	35	23	22	27
CNG00750_1	214872	214881	10	+	utr3E	643	403	240	249	137	109	395	384	581	507	553	457	439	256	289	43	23	32
CNG00750_2	215030	215030	1	+	utr3E	0	0	0	3	2	2	8	6	11	9	6	4	0	0	0	11	8	5
CNG00770_1	219927	219927	1	+	utr5E	0	0	0	0	0	0	8	6	5	0	0	0	1	2	2	0	0	0
CNG00770_2	222664	222677	14	+	utr3E	64	50	22	16	16	16	49	55	62	32	35	17	44	30	33	19	8	17
CNG00800_1	228478	228537	60	+	utr3E	124	85	47	108	73	59	34	44	52	39	47	50	77	73	77	11	10	21
CNG00820_1	230659	230706	48	+	utr3E	30	22	14	6	3	5	43	38	64	67	88	73	11	10	6	0	0	0
CNG00840_1	233745	233763	19	+	utr3E	2443	1809	1144	569	353	310	647	559	815	1192	1247	1077	1305	875	773	199	82	119
CNG00860_1	236540	236617	78	+	utr3E	2266	1583	1067	801	427	318	494	474	581	687	655	574	916	646	645	133	87	92
CNG00870_1	236909	236909	1	+	cdsI	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNG00870_2	240061	240102	42	+	utr3E	7	6	2	31	26	11	1	5	4	10	6	4	0	0	0	0	0	0
CNG00870_3	240102	240102	1	+	utr3E	0	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0
CNG00900_1	252207	252207	1	+	cdsE	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
CNG00900_2	253988	253996	9	+	utr3E	25	17	14	23	10	13	21	15	40	37	33	40	32	35	28	6	2	2
CNG00930_1	264723	264736	14	+	utr3E	109	90	65	80	39	35	25	28	15	61	57	53	16	11	15	4	10	12
CNG00940_1	265015	265050	36	+	utr5E	17	9	7	1	3	2	27	20	27	31	22	19	5	1	1	58	38	41
CNG00940_2	266813	266831	19	+	utr3E	30	16	10	41	18	14	41	20	26	27	29	17	29	16	20	26	11	30
CNG00940_3	266911	266968	58	+	utr3E	106	46	21	54	37	32	40	41	56	60	66	60	35	25	22	19	5	12
CNG00950_1	270851	270939	89	+	utr3E	0	0	0	6	5	1	9	11	21	5	2	4	57	36	34	0	0	0
CNG00960_1	272305	272319	15	+	utr3E	384	193	145	199	140	116	122	118	181	221	231	219	147	139	114	138	83	153
CNG00980_1	276977	276984	8	+	cdsE	9	1	1	0	0	0	11	19	13	14	11	12	9	6	3	0	0	0
CNG00980_2	278192	278291	100	+	utr3E	37	26	19	12	13	2	31	31	61	44	41	39	31	32	26	14	15	13
CNG01040_1	288790	288790	1	+	cdsE	0	0	0	0	0	0	6	1	6	5	2	1	2	4	2	2	1	2
CNG01040_2	289663	289663	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
CNG01040_3	289959	289978	20	+	utr3E	78	50	30	51	28	23	13	17	23	13	24	16	21	17	16	6	7	8
CNG01060_1	292537	292584	48	+	cdsE	83	49	33	97	65	27	17	14	18	21	30	19	13	19	13	11	7	7
CNG01060_2	293055	293058	4	+	utr3E	208	88	72	101	115	74	122	112	162	73	75	49	175	120	129	133	87	119
CNG01070_1	293861	293861	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
CNG01070_2	295121	295121	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0
CNG01070_3	296786	296788	3	+	cdsI	0	0	0	0	0	0	3	3	4	16	23	14	0	0	0	0	0	0
CNG01070_4	296951	296951	1	+	cdsE	4	5	6	5	4	4	2	5	3	11	18	9	12	9	6	0	0	0
CNG01070_5	297115	297115	1	+	utr3E	0	0	0	0	0	0	0	0	0	5	1	1	2	2	1	0	0	0
CNG01070_6	297277	297340	64	+	utr3E	63	61	41	69	37	37	34	26	31	59	59	45	54	35	29	1	1	2
CNG01090_1	301087	301092	6	+	utr3E	66	40	17	28	15	17	18	14	19	35	23	26	29	37	36	16	13	18
CNG01120_1	309382	309400	19	+	utr5E	11	5	3	2	1	1	22	20	18	3	3	4	0	0	0	44	24	40
CNG01120_2	309539	309539	1	+	utr5E	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0
CNG01120_3	312937	312937	1	+	utr3E	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0
CNG01120_4	313005	313029	25	+	utr3E	2	2	4	3	3	3	0	0	0	7	3	6	4	5	4	0	0	0
CNG01130_1	313499	313507	9	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4
CNG01130_2	314258	314263	6	+	cdsE	0	0	0	0	0	0	7	6	13	4	6	5	11	6	4	0	0	0
CNG01130_3	315165	315165	1	+	cdsE	15	8	9	8	5	2	13	6	12	1	7	3	5	3	2	0	0	0
CNG01130_4	317354	317403	50	+	utr3E	44	24	24	14	8	5	70	70	73	35	30	19	47	37	33	2	3	4
CNG01140_1	322424	322424	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
CNG01140_2	322675	322675	1	+	utr3E	5	3	1	0	0	0	1	4	2	0	0	0	1	2	1	0	0	0
CNG01150_1	326137	326238	102	+	utr3E	1470	1036	735	255	223	182	227	214	196	296	274	216	662	454	502	297	235	293
CNG01160_1	329113	329113	1	+	cdsE	9	6	4	9	4	3	6	3	8	8	16	5	4	4	4	2	1	2
CNG01160_2	329903	330002	100	+	utr3E	23	26	13	6	9	5	17	14	19	16	19	16	12	10	6	4	2	2
CNG01160_3	330061	330146	86	+	utr3E	0	0	0	21	16	8	14	20	15	3	3	3	4	2	4	0	0	0
CNG01160_4	330627	330627	1	+	utr3E	12	11	12	11	7	6	6	1	8	13	11	4	7	2	6	6	4	9
CNG01200_1	339809	339820	12	+	utr3E	46	24	20	19	17	6	16	17	23	10	8	8	37	19	22	5	5	7
CNG01210_1	340306	340308	3	+	cdsE	6	3	4	12	8	5	1	5	8	11	8	14	12	6	6	0	0	0
CNG01210_2	340308	340308	1	+	cdsE	6	3	4	12	8	5	1	5	8	0	0	0	12	6	6	0	0	0
CNG01210_3	342541	342562	22	+	utr3E	159	63	52	147	110	47	39	37	24	32	31	39	47	36	32	16	13	19
CNG01230_1	352881	352948	68	+	utr3E	148	93	78	75	36	36	58	41	52	139	139	94	66	53	46	11	5	9
CNG01270_1	368783	368838	56	+	utr5E	3	4	2	0	0	0	17	15	25	3	2	4	0	0	0	82	37	53
CNG01270_2	370726	370760	35	+	cdsI	13	10	6	20	12	10	11	10	9	81	91	53	3	1	1	0	0	0
CNG01270_3	371170	371176	7	+	utr3E	101	29	38	773	419	387	28	36	85	197	202	177	22	25	18	15	4	11
CNG01300_1	375856	375856	1	+	cdsE	0	0	0	0	0	0	0	0	0	5	3	4	2	1	2	0	0	0
CNG01300_2	376873	376892	20	+	utr3E	39	19	16	11	7	3	20	11	15	12	22	10	6	5	8	5	4	3
CNG01300_3	377126	377126	1	+	utr3E	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNG01310_1	379661	379696	36	+	utr3E	1351	904	596	666	460	318	216	216	327	404	429	368	715	538	559	290	189	232
CNG01320_1	381075	381123	49	+	utr3E	234	131	101	51	38	26	21	31	29	52	37	44	81	59	65	53	50	83
CNG01330_1	387558	387560	3	+	utr3E	0	0	0	0	0	0	0	0	0	2	9	7	0	0	0	0	0	0
CNG01330_2	387682	387692	11	+	utr3E	0	0	0	1	3	3	18	20	25	19	33	25	0	0	0	12	17	14
CNG01350_1	391997	392012	16	+	utr5E	0	0	0	0	0	0	0	0	0	4	2	8	0	0	0	16	8	11
CNG01350_2	393965	394009	45	+	utr3E	94	39	25	32	25	25	7	13	17	50	42	31	35	31	27	11	7	10
CNG01360_1	397476	397508	33	+	utr3E	88	61	31	57	36	34	66	60	73	75	78	79	41	29	24	16	6	4
CNG01390_1	407427	407444	18	+	utr3E	86	64	41	44	22	18	20	18	25	34	49	21	25	22	14	11	3	6
CNG01430_1	415915	415958	44	+	utr3E	392	248	157	190	120	123	131	90	133	183	232	201	524	333	352	59	31	53
CNG01450_1	420764	420778	15	+	utr3E	781	425	236	112	103	74	162	118	201	146	195	127	265	235	230	114	73	110
CNG01470_1	424132	424174	43	+	utr3E	424	271	157	156	94	77	46	27	67	92	85	74	205	193	184	107	67	124
CNG01470_2	424304	424350	47	+	utr3E	4180	2736	1582	1308	894	718	1514	1315	1744	2190	2077	1880	2782	2008	1857	384	194	301
CNG01480_1	427620	427620	1	+	utr5E	0	0	0	4	2	1	0	0	0	2	2	4	0	0	0	5	3	1
CNG01480_2	427774	427774	1	+	utr5E	8	2	2	1	6	4	0	0	0	11	9	12	0	0	0	3	2	1
CNG01480_3	429975	430079	105	+	utr3E	93	69	23	2	3	2	0	0	0	50	49	48	83	59	60	0	0	0
CNG01480_4	430139	430286	148	+	utr3E	654	501	307	282	181	109	4	4	3	226	208	177	277	129	187	5	5	6
CNG01485_1	431037	431095	59	+	utr3E	48	30	20	41	27	16	32	44	55	76	87	73	48	37	34	48	15	30
CNG01485_2	431203	431204	2	+	utr3E	110	41	27	47	18	27	0	0	0	9	5	8	1	1	1	42	28	28
CNG01485_3	431278	431341	64	+	utr3E	62	30	36	32	19	15	38	39	54	53	59	57	38	26	21	25	12	21
CNG01490_1	434237	434274	38	+	utr3E	1297	729	479	629	422	321	171	154	217	233	309	230	476	313	318	421	241	374
CNG01510_1	436282	436285	4	+	cdsI	5	5	4	0	0	0	24	14	24	10	4	9	0	0	0	0	0	0
CNG01510_2	438474	438555	82	+	utr3E	68	47	30	51	30	29	72	62	75	59	48	46	39	22	18	68	34	45
CNG01530_1	439125	439125	1	+	utr5E	2	1	1	1	5	3	0	0	0	0	0	0	0	0	0	0	0	0
CNG01530_2	439130	439185	56	+	utr5E	9	3	3	10	7	12	9	8	9	12	13	13	9	10	3	3	3	3
CNG01530_3	441163	441163	1	+	utr3E	0	0	0	11	5	7	0	0	0	0	0	0	0	0	0	0	0	0
CNG01530_4	441278	441280	3	+	utr3E	9	2	3	54	19	33	4	3	7	11	11	7	10	9	4	0	0	0
CNG01570_1	448436	448496	61	+	utr5E	10	8	2	2	2	4	0	0	0	0	0	0	0	0	0	188	125	162
CNG01570_2	449064	449066	3	+	cdsE	37	14	11	12	7	5	35	21	24	3	9	9	0	0	0	19	10	16
CNG01590_1	450920	450933	14	+	utr5E	0	0	0	0	0	0	3	3	5	1	1	3	0	0	0	22	7	5
CNG01590_2	451001	451011	11	+	utr5E	12	6	3	1	1	1	12	9	8	2	2	4	0	0	0	21	10	28
CNG01590_3	454381	454416	36	+	utr3E	177	86	46	147	114	94	15	23	27	97	85	64	61	35	34	13	6	14
CNG01600_1	455397	455397	1	+	cdsI	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	9	5	2
CNG01600_2	456722	456736	15	+	utr3E	130	118	82	18	11	8	26	12	24	40	56	42	96	89	97	16	6	11
CNG01600_3	456812	456905	94	+	utr3E	60	53	34	11	17	5	20	20	24	15	15	8	57	30	33	27	24	18
CNG01620_1	463005	463009	5	+	cdsE	9	16	7	3	1	1	16	15	15	14	27	22	26	24	29	0	0	0
CNG01620_2	465307	465355	49	+	utr3E	98	80	56	40	27	33	59	70	84	91	89	89	88	80	60	31	16	19
CNG01635_1	468906	468906	1	+	utr5E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNG01635_2	468909	468909	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
CNG01635_3	469098	469098	1	+	utr5E	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	3	1	3
CNG01660_1	480738	480738	1	+	utr3E	12	5	5	9	5	7	7	8	11	5	14	5	12	2	9	4	2	3
CNG01660_2	480827	480827	1	+	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
CNG01660_3	480909	480911	3	+	utr3E	80	64	38	55	49	25	43	30	47	74	80	46	46	44	53	12	9	8
CNG01680_1	484041	484097	57	+	utr3I	331	268	172	164	91	96	141	126	154	238	257	220	304	239	217	56	35	54
CNG01680_2	484158	484161	4	+	utr3E	121	108	91	72	50	35	0	0	0	0	0	0	0	0	0	47	33	47
CNG01720_1	490278	490280	3	+	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4
CNG01720_2	491845	491865	21	+	utr3E	132	64	42	48	33	24	101	53	112	178	146	138	50	27	32	18	18	8
CNG01730_1	493531	493537	7	+	utr3E	51	32	22	54	62	44	36	50	37	47	48	38	61	20	22	47	17	23
CNG01750_1	495362	495362	1	+	cdsE	4	2	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1
CNG01750_2	495423	495423	1	+	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	2
CNG01750_3	498490	498505	16	+	utr3E	17	4	10	11	8	4	0	0	0	2	6	3	0	0	0	0	0	0
CNG01780_1	505524	505563	40	+	utr3E	52	30	23	361	215	146	30	35	53	37	34	34	9	5	4	1	2	4
CNG01800_1	511138	511144	7	+	utr3E	46	26	19	32	14	16	5	2	5	9	14	8	7	8	9	30	14	22
CNG01810_1	513746	513749	4	+	utr3E	26	17	16	23	26	8	20	14	20	51	46	48	17	18	20	7	7	4
CNG01830_1	516997	517030	34	+	utr5E	30	16	16	13	13	10	64	56	89	57	55	59	8	5	5	351	153	167
CNG01830_2	518810	518853	44	+	utr3E	4	1	1	20	11	8	2	3	7	11	12	8	6	3	5	0	0	0
CNG01850_1	519962	519962	1	+	cdsE	0	0	0	0	0	0	3	2	5	4	3	5	4	2	5	0	0	0
CNG01850_2	524009	524043	35	+	utr3E	165	104	51	47	24	26	44	41	41	45	51	29	36	30	26	13	16	21
CNG01910_1	536219	536263	45	+	utr5E	0	0	0	0	0	0	12	7	8	2	1	2	0	0	0	23	15	16
CNG01910_2	537512	537532	21	+	utr3E	6	6	5	14	14	5	4	4	13	12	14	4	4	2	1	3	4	1
CNG01910_3	537532	537532	1	+	utr3E	6	6	5	0	0	0	4	4	13	12	14	4	4	2	1	3	4	1
CNG01910_4	537601	537601	1	+	utr3E	3	1	4	0	0	0	4	4	5	5	6	3	5	3	2	0	0	0
CNG01920_1	539503	539535	33	+	utr3E	36	26	17	39	16	14	21	18	22	23	32	19	7	9	3	13	8	14
CNG01940_1	545604	545660	57	+	utr3E	34	16	8	13	18	5	6	3	6	18	22	19	18	18	11	9	3	5
CNG01955_1	548841	548857	17	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	21
CNG01955_2	549069	549122	54	+	utr5E	0	0	0	10	8	5	0	0	0	0	0	0	0	0	0	0	0	0
CNG01955_3	549991	549991	1	+	utr3E	0	0	0	1	3	1	0	0	0	0	0	0	1	2	3	1	1	1
CNG01955_4	550097	550097	1	+	utr3E	0	0	0	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0
CNG01955_5	550159	550169	11	+	utr3E	0	0	0	16	12	8	0	0	0	0	0	0	0	0	0	0	0	0
CNG02000_1	561288	561296	9	+	utr5E	64	27	19	244	151	113	37	31	40	27	24	16	13	8	8	246	125	161
CNG02000_2	561353	561353	1	+	utr5E	0	0	0	1	3	3	0	0	0	2	2	3	0	0	0	0	0	0
CNG02020_1	564386	564391	6	+	cdsE	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	5	5	5
CNG02020_2	569220	569224	5	+	utr3E	64	28	20	80	52	37	29	39	40	66	64	64	28	14	12	23	7	14
CNG02030_1	569884	569884	1	+	cdsE	2	2	1	0	0	0	4	3	3	1	2	2	1	1	3	0	0	0
CNG02030_2	571363	571363	1	+	utr3E	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0
CNG02030_3	571370	571374	5	+	utr3E	0	0	0	0	0	0	1	1	2	0	0	0	3	4	3	0	0	0
CNG02030_4	571390	571434	45	+	utr3E	16	10	9	9	10	5	9	8	8	6	15	8	0	0	0	0	0	0
CNG02040_1	573484	573497	14	+	utr3E	16	13	10	13	11	11	0	0	0	14	9	14	4	11	6	0	0	0
CNG02040_2	573573	573573	1	+	utr3E	9	7	6	7	5	3	3	1	3	9	3	3	2	3	1	0	0	0
CNG02040_3	573793	573830	38	+	utr3E	0	0	0	9	5	6	0	0	0	1	12	7	0	0	0	0	0	0
CNG02060_1	577711	577711	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0
CNG02060_2	577874	577874	1	+	utr3E	1	3	1	0	0	0	0	0	0	4	3	2	0	0	0	0	0	0
CNG02060_3	577952	578040	89	+	utr3E	92	59	38	35	31	27	37	63	51	51	41	48	31	25	28	13	15	20
CNG02070_1	578248	578250	3	+	utr5E	0	0	0	0	0	0	13	6	11	3	1	5	2	1	1	32	18	23
CNG02070_2	580314	580315	2	+	cdsE	18	8	7	0	0	0	0	0	0	5	1	2	8	12	3	0	0	0
CNG02070_3	581806	581853	48	+	utr3E	102	72	43	32	14	13	22	24	48	71	78	58	30	36	35	19	11	11
CNG02090_1	584390	584424	35	+	utr3E	41	26	20	25	21	12	69	50	62	59	47	52	25	20	20	8	3	11
CNG02100_1	588438	588527	90	+	utr3E	403	336	206	69	37	29	104	92	130	179	176	169	165	148	137	14	8	10
CNG02110_1	591490	591497	8	+	utr3E	57	31	27	78	34	34	6	5	5	31	14	25	36	24	25	0	0	0
CNG02120_1	592926	592954	29	+	utr3E	375	216	137	370	190	158	284	237	392	331	383	344	127	97	106	51	26	42
CNG02150_1	608357	608386	30	+	cdsE	0	0	0	0	0	0	3	6	4	6	10	7	12	3	3	0	0	0
CNG02150_2	608609	608671	63	+	utr3E	69	52	32	85	50	36	39	24	49	52	55	31	48	26	35	13	4	3
CNG02173_1	619352	619354	3	+	cdsE	0	0	0	0	0	0	6	5	4	10	7	9	8	9	8	6	5	3
CNG02173_2	619354	619354	1	+	cdsE	0	0	0	0	0	0	6	5	4	0	0	0	8	9	8	6	5	3
CNG02173_3	619454	619462	9	+	utr3E	15	22	12	28	15	12	8	6	6	20	22	15	22	16	12	6	1	1
CNG02180_1	621913	621932	20	+	cdsE	14	6	4	6	7	3	1	3	5	6	5	4	4	6	6	0	0	0
CNG02180_2	622625	622625	1	+	cdsE	1	1	1	0	0	0	0	0	0	6	3	4	3	1	2	0	0	0
CNG02180_3	622648	622648	1	+	cdsE	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNG02180_4	623167	623212	46	+	utr3E	48	21	22	12	13	4	20	20	30	19	14	10	13	8	8	8	5	13
CNG02220_1	629862	629880	19	+	utr3E	2098	947	642	884	505	373	696	654	854	864	961	794	906	863	832	498	351	513
CNG02230_1	632110	632141	32	+	utr3E	180	105	77	190	117	100	83	66	76	167	130	134	109	95	80	38	19	26
CNG02235_1	633661	633681	21	+	utr3E	97	50	24	76	49	40	37	20	34	70	73	53	51	36	30	8	7	17
CNG02260_1	646064	646083	20	+	utr3E	710	323	232	243	120	141	358	314	489	404	565	392	228	176	175	253	133	234
CNG02270_1	650162	650221	60	+	utr3E	372	267	168	193	121	77	271	247	324	231	232	190	203	145	176	72	45	61
CNG02290_1	652802	652867	66	+	utr3E	1011	534	368	353	234	194	278	236	324	371	444	352	377	380	292	161	126	159
CNG02300_1	654861	654904	44	+	cdsI	1	3	2	1	1	2	0	0	0	34	37	43	0	0	0	0	0	0
CNG02300_2	657334	657385	52	+	utr3E	110	75	41	15	14	5	32	20	45	75	65	52	38	31	29	7	1	4
CNG02310_1	660571	660625	55	+	utr3E	207	194	146	15	11	9	51	41	58	193	212	145	128	111	120	61	45	36
CNG02330_1	663950	663954	5	+	utr5I	4	4	2	0	0	0	6	7	22	1	1	1	0	0	0	18	13	9
CNG02335_1	665851	665851	1	+	cdsI	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNG02350_1	669785	669830	46	+	cdsE	134	92	55	42	37	24	131	124	156	126	143	150	79	55	63	15	19	19
CNG02350_2	672232	672251	20	+	cdsE	251	167	116	85	78	37	221	156	251	222	243	228	107	67	84	47	18	26
CNG02350_3	675517	675562	46	+	utr3E	1382	807	521	613	307	266	273	279	360	292	289	253	122	79	88	193	109	191
CNG02360_1	678413	678433	21	+	utr3E	27	19	9	15	17	6	12	18	18	22	32	39	21	18	19	10	8	12
CNG02380_1	681439	681439	1	+	cdsE	36	22	12	13	11	8	7	5	7	2	3	5	10	9	11	0	0	0
CNG02380_2	683780	683817	38	+	utr3E	152	89	89	111	76	62	13	16	29	29	34	21	28	19	14	19	15	29
CNG02400_1	686055	686055	1	+	utr5E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNG02400_2	688878	688878	1	+	utr3E	2	3	4	11	9	13	0	0	0	15	11	9	13	7	3	0	0	0
CNG02420_1	690307	690312	6	+	cdsI	4	5	3	0	0	0	0	0	0	5	2	3	4	2	5	11	3	8
CNG02420_2	690898	690910	13	+	utr3E	24	11	12	13	9	7	9	5	7	14	17	15	13	7	5	14	7	8
CNG02420_3	690972	690972	1	+	utr3E	8	6	12	16	8	10	8	8	3	11	10	8	8	2	6	3	5	1
CNG02460_1	699941	699941	1	+	cdsE	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	10	2	2
CNG02460_2	702288	702291	4	+	cdsE	34	43	24	7	7	1	84	85	113	183	215	174	68	35	40	17	2	5
CNG02460_3	702388	702424	37	+	utr3E	493	543	318	22	6	12	322	283	321	580	689	607	280	232	286	86	48	61
CNG02470_1	704274	704281	8	+	cdsI	37	19	16	50	32	23	12	14	15	32	24	22	22	14	13	1	2	4
CNG02490_1	706311	706311	1	+	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNG02490_2	706314	706314	1	+	utr5E	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNG02490_3	708022	708022	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNG02490_4	708098	708145	48	+	utr3E	0	0	0	2	1	4	2	1	1	5	6	2	0	0	0	5	4	2
CNG02510_1	712506	712506	1	+	utr3E	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
CNG02510_2	712522	712522	1	+	utr3E	13	6	9	21	10	6	0	0	0	0	0	0	0	0	0	5	1	3
CNG02510_3	712621	712654	34	+	utr3E	33	30	20	43	24	19	139	95	133	100	113	79	24	11	18	0	0	0
CNG02520_1	716923	716924	2	+	cdsE	0	0	0	6	4	4	5	6	4	18	16	10	6	1	1	0	0	0
CNG02520_2	716924	716924	1	+	cdsE	0	0	0	6	4	4	5	6	4	0	0	0	6	1	1	0	0	0
CNG02520_3	717585	717600	16	+	utr3E	87	51	37	158	120	68	56	31	56	99	87	92	37	18	19	9	6	7
CNG02540_1	723043	723045	3	+	utr3E	50	40	34	12	4	11	25	26	21	55	39	21	23	19	22	24	10	22
CNG02560_1	726209	726319	111	+	utr3E	1129	760	492	570	425	256	336	293	364	292	272	205	639	393	421	249	151	210
CNG02570_1	729046	729141	96	+	utr3E	126	93	87	103	75	57	34	31	34	77	82	60	42	37	35	12	7	8
CNG02590_1	734543	734560	18	+	utr3E	295	237	140	38	19	12	76	103	116	86	132	89	198	176	212	48	40	67
CNG02590_2	734633	734723	91	+	utr3E	124	152	77	8	12	5	98	105	106	166	139	112	167	127	146	67	57	72
CNG02630_1	739635	739635	1	+	cdsI	0	0	0	0	0	0	0	0	0	1	3	7	0	0	0	0	0	0
CNG02630_2	740226	740260	35	+	utr3E	4	4	4	6	2	3	0	0	0	2	4	1	0	0	0	1	1	1
CNG02630_3	740339	740347	9	+	utr3E	1571	853	602	1279	825	551	748	628	980	1011	1023	903	898	633	556	164	67	112
CNG02640_1	743833	743853	21	+	utr3E	170	172	110	134	75	72	80	77	113	196	210	197	108	86	90	20	6	6
CNG02660_1	747346	747358	13	+	utr3E	76	68	36	92	59	35	57	59	46	69	112	102	62	46	38	25	9	14
CNG02670_1	749494	749556	63	+	utr3E	2423	1474	1039	986	667	497	438	395	540	379	481	324	1256	878	775	558	364	521
CNG02690_1	751446	751466	21	+	cdsE	33	23	12	6	5	4	17	20	11	28	40	27	20	18	23	37	14	21
CNG02690_2	751511	751549	39	+	cdsE	9	4	2	1	4	1	0	0	0	3	9	5	3	14	2	6	2	11
CNG02690_3	751661	751707	47	+	utr3E	68	35	28	6	10	4	7	16	15	20	28	13	23	7	12	32	22	22
CNG02700_1	757008	757008	1	+	cdsE	1	1	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0
CNG02700_2	757514	757540	27	+	utr3E	15	16	5	30	20	10	13	9	11	14	9	7	4	1	6	0	0	0
CNG02720_1	760884	760886	3	+	cdsI	0	0	0	11	8	6	0	0	0	8	8	9	0	0	0	0	0	0
CNG02720_2	761593	761663	71	+	utr3E	75	18	16	41	37	28	44	33	50	79	107	76	28	18	18	0	0	0
CNG02730_1	763586	763593	8	+	utr3E	33	20	11	8	3	1	5	4	7	2	7	6	14	9	10	0	0	0
CNG02730_2	763682	763682	1	+	utr3E	14	8	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNG02760_1	768319	768396	78	+	utr3E	441	186	152	110	61	27	49	39	56	65	78	54	135	137	133	145	80	146
CNG02790_1	774567	774652	86	+	utr3E	8658	4730	3053	2665	2083	1643	1611	1481	1950	2159	2219	1839	3237	2295	2108	1440	658	999
CNG02800_1	776764	776771	8	+	utr3E	71	128	101	95	69	53	66	69	92	102	98	91	96	80	97	54	36	60
CNG02835_1	786402	786404	3	+	utr5E	36	22	10	20	10	13	38	27	37	25	18	18	5	1	3	177	76	107
CNG02835_2	788365	788370	6	+	cdsE	0	0	0	2	2	4	0	0	0	10	4	9	0	0	0	0	0	0
CNG02835_3	790436	790451	16	+	utr3E	16	8	9	91	66	36	2	1	1	26	27	25	0	0	0	20	10	8
CNG02840_1	792117	792117	1	+	cdsE	5	7	5	3	3	1	1	2	8	0	0	0	0	0	0	1	1	2
CNG02840_2	792991	793017	27	+	utr3E	209	82	73	67	41	24	25	20	32	64	64	45	62	52	43	109	81	90
CNG02850_1	795594	795635	42	+	utr3E	51	27	23	52	44	28	11	10	17	40	36	33	30	14	20	0	0	0
CNG02870_1	800879	800883	5	+	utr3E	292	145	110	78	61	44	69	63	93	107	130	92	59	68	68	61	44	55
CNG02890_1	803143	803152	10	+	utr3E	355	195	143	149	111	91	96	110	141	179	147	131	191	136	116	73	36	54
CNG02910_1	806400	806401	2	+	cdsE	0	0	0	0	0	0	0	0	0	2	1	1	7	5	3	0	0	0
CNG02910_2	806749	806749	1	+	utr3E	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	4	1	2
CNG02910_3	806779	806782	4	+	utr3E	9	3	4	0	0	0	4	4	13	0	0	0	0	0	0	0	0	0
CNG02940_1	810073	810118	46	+	cdsE	7	4	1	0	0	0	21	18	22	0	0	0	0	0	0	177	77	89
CNG02940_2	812085	812155	71	+	utr3E	8490	5207	3735	6837	5123	3849	3536	3115	4568	4507	4661	3728	5601	3074	3093	1317	563	798
