name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_07627_2	261716	261740	25	+	cdsE	0	0	0	0	0	0	1	1	1	10	5	9
CNAG_07627_3	263458	263458	1	+	cdsE	0	0	0	3	2	1	0	0	0	0	0	0
CNAG_07628_1	278411	278470	60	+	utr5E	221	296	205	212	184	196	87	99	89	195	126	178
CNAG_07628_2	279996	280467	472	+	cdsE	92	90	79	107	82	125	13	13	21	1	3	1
CNAG_07630_1	300418	300604	187	+	utr5E	92	100	93	46	34	22	201	185	168	126	96	150
CNAG_07631_1	390561	390646	86	+	utr5E	90	132	36	24	20	20	81	93	87	45	37	40
CNAG_07631_2	392877	392927	51	+	utr5I	151	133	106	152	135	99	30	39	26	39	23	42
CNAG_07631_3	394635	394780	146	+	cdsE	7	8	4	39	43	48	1	1	1	1	2	5
CNAG_07633_1	499210	499291	82	+	cdsE	6	10	8	17	20	21	39	42	37	24	17	17
CNAG_07633_2	500235	500235	1	+	cdsE	2	1	2	0	0	0	3	3	3	2	3	1
CNAG_07633_3	500321	500321	1	+	cdsE	1	2	3	5	3	3	4	3	13	11	5	5
CNAG_07637_1	718347	718398	52	+	utr5E	253	236	181	204	185	172	102	114	72	72	41	55
CNAG_07637_2	719286	719319	34	+	cdsE	0	0	0	0	0	0	0	0	0	20	8	9
CNAG_07639_1	721703	721859	157	+	utr5E	108	147	104	84	75	65	67	46	33	25	15	17
CNAG_07639_2	722022	722045	24	+	cdsE	0	0	0	12	16	15	0	0	0	0	0	0
CNAG_07639_3	723411	723472	62	+	cdsE	0	0	0	3	5	6	7	8	7	54	31	27
CNAG_07639_4	723602	723657	56	+	cdsE	0	0	0	9	10	8	24	18	22	77	30	37
CNAG_07640_1	724060	724154	95	+	utr5E	59	55	42	47	30	32	38	36	25	35	20	29
CNAG_07640_2	724191	724237	47	+	cdsE	0	0	0	5	5	6	0	0	0	0	0	0
CNAG_07640_3	724294	724341	48	+	cdsE	0	0	0	8	5	7	1	1	1	14	5	3
CNAG_07647_1	1051957	1052045	89	+	utr5E	117	98	77	65	38	48	75	57	42	20	12	19
CNAG_07647_2	1052230	1052311	82	+	cdsE	11	17	20	10	11	8	10	7	4	1	2	1
CNAG_07647_3	1053064	1053091	28	+	cdsE	0	0	0	0	0	0	0	0	0	4	4	2
CNAG_07649_1	1350217	1350339	123	+	utr5E	547	783	621	666	457	538	424	457	425	391	217	297
CNAG_07650_1	1372099	1372114	16	+	cdsE	3	2	3	0	0	0	0	0	0	4	2	4
CNAG_07650_2	1372339	1372366	28	+	cdsE	0	0	0	5	7	4	3	6	8	6	3	5
CNAG_07650_3	1372441	1372450	10	+	cdsI	0	0	0	0	0	0	2	3	2	0	0	0
CNAG_07650_4	1372541	1372541	1	+	cdsE	0	0	0	0	0	0	2	2	1	0	0	0
CNAG_07985_1	472924	472943	20	+	utr5E	61	49	56	44	42	19	27	26	14	16	4	4
CNAG_07985_2	473373	473379	7	+	cdsE	10	10	7	5	2	6	0	0	0	3	2	3
CNAG_07985_3	475592	475726	135	+	cdsE	4	3	4	1	1	2	0	0	0	11	9	8
CNAG_07985_4	475856	475909	54	+	cdsE	0	0	0	12	18	19	4	3	2	73	54	39
CNAG_07987_1	550288	550374	87	+	utr5E	170	176	145	109	79	86	159	145	142	99	59	101
CNAG_05672_1	573191	573335	145	+	utr5E	263	317	289	257	222	189	345	307	264	454	299	388
CNAG_05672_2	573512	573534	23	+	cdsE	47	42	49	14	8	4	14	9	5	18	14	9
CNAG_05673_1	574628	574661	34	+	utr5E	8	10	8	0	0	0	24	13	10	9	4	5
CNAG_05673_2	578137	578137	1	+	utr3E	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_05673_3	578144	578144	1	+	utr3E	0	0	0	3	2	2	0	0	0	0	0	0
CNAG_05674_1	579107	579182	76	+	utr5E	39	47	39	24	21	24	68	51	30	0	0	0
CNAG_05678_1	593659	593762	104	+	cdsE	52	51	54	59	33	52	122	120	120	32	21	24
CNAG_05683_1	605504	606113	610	+	cdsE	5001	5155	2979	14603	12452	12401	9131	10115	9796	16919	13017	13797
CNAG_05685_1	611780	611886	107	+	utr5E	48	53	70	49	44	51	146	146	144	133	86	116
CNAG_05686_1	615327	615474	148	+	utr5E	419	630	422	1108	938	859	479	535	523	758	475	651
CNAG_05688_1	619890	620010	121	+	utr5E	72	103	121	68	53	46	108	85	87	85	61	88
CNAG_05690_1	621839	621942	104	+	utr5E	177	207	171	140	124	105	104	143	128	518	261	383
CNAG_05692_1	625440	625482	43	+	utr5E	30	23	30	9	10	8	45	26	19	8	7	9
CNAG_05692_2	625766	625766	1	+	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_05692_3	625835	625857	23	+	cdsE	13	20	18	0	0	0	2	1	1	0	0	0
CNAG_05692_4	627428	627428	1	+	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_05693_1	629703	629703	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_05693_2	629715	629715	1	+	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05693_3	629795	629795	1	+	cdsE	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_05693_4	629800	629800	1	+	cdsE	0	0	0	1	1	3	0	0	0	0	0	0
CNAG_05693_5	629855	629855	1	+	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_05693_6	629857	629857	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05693_7	629999	629999	1	+	cdsI	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05694_1	631282	631424	143	+	utr5E	69	74	53	57	42	41	59	55	46	175	125	206
CNAG_05694_2	631559	631607	49	+	cdsE	0	0	0	9	8	9	0	0	0	34	21	21
CNAG_05694_3	631809	631813	5	+	cdsE	7	13	15	2	1	1	3	2	1	11	10	9
CNAG_05695_1	633721	633786	66	+	utr5E	87	85	87	35	36	33	107	85	50	21	20	20
CNAG_05695_2	634385	634413	29	+	cdsE	0	0	0	22	26	20	0	0	0	0	0	0
CNAG_05695_3	637289	637289	1	+	cdsE	0	0	0	0	0	0	0	0	0	5	2	3
CNAG_05695_4	638064	638065	2	+	cdsE	6	10	9	0	0	0	0	0	0	6	2	4
CNAG_05697_1	643397	643519	123	+	utr5E	37	48	30	110	97	76	38	39	30	33	30	24
CNAG_05697_2	644773	644805	33	+	utr5E	5	6	8	4	3	2	0	0	0	0	0	0
CNAG_05699_1	646776	646817	42	+	utr5E	23	22	18	5	4	9	0	0	0	1	2	1
CNAG_05699_2	648137	648138	2	+	cdsE	0	0	0	4	9	6	0	0	0	0	0	0
CNAG_05699_3	649350	649558	209	+	cdsE	4	3	3	23	20	30	0	0	0	0	0	0
CNAG_05699_4	649844	650008	165	+	cdsE	0	0	0	5	5	4	38	37	24	18	18	14
CNAG_05701_1	652532	652593	62	+	utr5E	1377	3028	3260	2963	2643	2453	1522	1791	1983	3592	1649	2304
CNAG_05703_1	655032	655204	173	+	utr5E	295	287	219	86	83	71	150	110	85	30	23	19
CNAG_05703_2	657431	657431	1	+	cdsE	0	0	0	0	0	0	0	0	0	5	1	4
CNAG_05703_3	659916	659917	2	+	cdsE	0	0	0	16	9	21	5	5	1	7	4	3
CNAG_05705_1	662016	662049	34	+	utr5E	66	70	51	44	42	31	29	31	19	16	8	9
CNAG_05713_1	677439	677628	190	+	cdsI	218	196	167	262	253	176	1793	1605	772	180	136	145
CNAG_05715_1	682207	682259	53	+	utr5E	152	191	134	138	138	111	73	66	68	104	66	86
CNAG_05718_1	687002	687030	29	+	utr5E	11	17	6	7	3	8	19	12	19	14	9	11
CNAG_05720_1	691649	691733	85	+	utr5E	1063	1323	1051	923	805	787	584	499	508	655	393	471
CNAG_05721_1	693849	693870	22	+	utr5E	13	7	7	2	3	2	10	10	10	7	3	5
CNAG_05721_2	696114	696114	1	+	cdsE	0	0	0	0	0	0	1	2	4	0	0	0
CNAG_05721_3	696254	696309	56	+	cdsE	5	5	3	1	1	1	2	2	1	5	4	7
CNAG_05721_4	696725	696765	41	+	cdsE	5	3	1	6	2	5	2	3	3	12	9	12
CNAG_05721_5	696875	696875	1	+	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05722_1	697758	698068	311	+	utr5E	1259	1221	897	555	726	438	574	493	361	232	140	210
CNAG_05724_1	704337	704483	147	+	utr5E	231	172	106	153	151	102	770	565	556	259	153	182
CNAG_05726_1	708891	708932	42	+	utr5E	49	58	56	33	31	23	44	36	27	36	23	37
CNAG_05727_1	712048	712048	1	+	utr5E	1	2	2	0	0	0	1	1	3	0	0	0
CNAG_05727_2	712655	712655	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	3	2
CNAG_05728_1	713881	713881	1	+	utr5E	0	0	0	4	1	1	0	0	0	0	0	0
CNAG_05728_2	714018	714018	1	+	utr5E	0	0	0	0	0	0	0	0	0	2	1	2
CNAG_05728_3	714113	714113	1	+	utr5I	0	0	0	0	0	0	2	2	1	0	0	0
CNAG_05730_1	717629	717774	146	+	utr5E	170	175	160	125	119	112	190	179	121	94	60	77
CNAG_05732_1	721634	721743	110	+	utr5E	836	830	562	435	397	372	244	174	171	204	77	132
CNAG_05734_1	724899	724925	27	+	utr5E	220	233	193	125	106	87	206	152	210	120	58	74
CNAG_05734_2	727580	727622	43	+	cdsE	0	0	0	21	24	28	0	0	0	0	0	0
CNAG_05739_1	738234	738457	224	+	utr5E	96	103	58	110	68	69	87	95	65	82	72	103
CNAG_05741_1	742099	742195	97	+	utr5E	76	94	60	101	112	77	64	39	45	63	36	46
CNAG_05741_2	742341	742403	63	+	cdsE	108	158	176	103	66	68	70	78	104	21	16	20
CNAG_05741_3	742785	742785	1	+	cdsE	0	0	0	13	2	2	0	0	0	6	8	9
CNAG_05743_1	746477	746557	81	+	utr5E	56	76	73	51	35	32	41	47	46	23	16	28
CNAG_05743_2	747134	747159	26	+	cdsE	0	0	0	5	10	7	0	0	0	0	0	0
CNAG_05743_3	747216	747229	14	+	cdsE	1	2	1	3	9	7	0	0	0	4	1	1
CNAG_05745_1	748913	748978	66	+	utr5E	378	357	256	167	163	149	166	147	108	73	40	39
CNAG_05745_2	752454	752531	78	+	cdsE	0	0	0	4	4	7	5	3	2	10	13	10
CNAG_05747_1	755846	755880	35	+	utr5E	28	8	8	9	6	7	8	8	4	3	3	4
CNAG_05747_2	756176	756201	26	+	utr5E	0	0	0	4	3	5	0	0	0	0	0	0
CNAG_05747_3	756202	756254	53	+	utr5E	7	8	9	0	0	0	1	1	1	0	0	0
CNAG_05747_4	757941	757941	1	+	cdsE	0	0	0	5	4	7	0	0	0	0	0	0
CNAG_05749_1	763753	763769	17	+	utr5E	44	51	41	15	15	19	21	17	10	20	16	12
CNAG_05749_2	764302	764302	1	+	cdsE	0	0	0	2	9	3	0	0	0	0	0	0
CNAG_05749_3	764394	764394	1	+	cdsE	0	0	0	7	9	11	0	0	0	1	8	1
CNAG_05749_4	764750	764791	42	+	cdsE	0	0	0	7	11	7	1	1	2	0	0	0
CNAG_05749_5	765707	765707	1	+	cdsE	4	1	1	0	0	0	2	2	2	0	0	0
CNAG_05749_6	766083	766083	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	1	5
CNAG_05751_1	770232	770336	105	+	utr5E	267	162	134	114	123	110	129	87	75	56	32	36
CNAG_05751_2	770413	770596	184	+	cdsE	380	544	452	93	252	123	295	250	258	58	79	21
CNAG_05753_1	774196	774414	219	+	utr5E	290	318	277	246	200	241	148	159	164	96	78	91
CNAG_05756_1	783474	783557	84	+	utr5E	324	357	343	213	247	213	348	325	228	454	208	295
CNAG_05757_1	785595	785611	17	+	utr5E	9	13	12	5	4	2	13	12	13	9	4	11
CNAG_05757_2	786615	786662	48	+	cdsE	0	0	0	1	1	1	11	11	6	4	2	3
CNAG_05757_3	786827	786898	72	+	cdsE	0	0	0	0	0	0	5	6	7	6	3	11
CNAG_05758_1	787877	787935	59	+	utr5E	82	105	61	131	93	78	39	42	52	65	37	41
CNAG_05761_1	802004	802212	209	+	utr5E	173	195	164	107	101	108	226	239	200	91	89	97
CNAG_05763_1	804458	804509	52	+	utr5E	82	95	83	71	46	59	74	44	42	47	21	31
CNAG_05763_2	805706	805765	60	+	cdsE	0	0	0	8	10	5	0	0	0	15	12	27
CNAG_05764_1	806383	806496	114	+	utr5E	373	368	272	273	237	214	224	176	192	163	70	92
CNAG_05766_1	809470	809493	24	+	utr5E	6	18	17	24	23	20	18	18	25	41	21	34
CNAG_05766_2	809620	809636	17	+	utr5E	0	0	0	0	0	0	16	10	14	28	29	23
CNAG_05768_1	816419	816456	38	+	utr5E	5	4	7	7	8	7	30	27	27	0	0	0
CNAG_05768_2	816837	816967	131	+	utr5E	317	266	181	212	234	194	94	72	66	52	29	37
CNAG_05768_3	818669	818769	101	+	cdsE	0	0	0	0	0	0	0	0	0	6	8	8
CNAG_05770_1	821834	821932	99	+	utr5E	284	407	374	304	300	269	135	178	153	205	173	184
CNAG_05770_2	822567	822578	12	+	cdsE	2	9	2	0	0	0	3	2	2	4	8	5
CNAG_05770_3	822685	822766	82	+	cdsE	11	25	12	5	5	5	2	4	2	21	9	10
CNAG_05770_4	822976	822978	3	+	cdsE	4	8	9	0	0	0	0	0	0	9	4	4
CNAG_05772_1	834233	834233	1	+	cdsE	1	5	1	0	0	0	2	3	1	2	2	1
CNAG_05772_2	834339	834339	1	+	cdsE	0	0	0	3	2	1	0	0	0	0	0	0
CNAG_05772_3	834615	834617	3	+	cdsE	0	0	0	4	2	4	0	0	0	0	0	0
CNAG_05772_4	835000	835000	1	+	cdsE	0	0	0	3	1	3	0	0	0	0	0	0
CNAG_05772_5	835315	835341	27	+	cdsE	2	3	3	3	4	3	1	1	2	0	0	0
CNAG_05772_6	835522	835522	1	+	cdsE	0	0	0	3	1	4	0	0	0	0	0	0
CNAG_05772_7	835668	835668	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	2	1
CNAG_05772_8	835913	835989	77	+	cdsE	0	0	0	0	0	0	0	0	0	8	5	6
CNAG_05772_9	835992	836051	60	+	cdsE	9	14	12	0	0	0	6	9	4	0	0	0
CNAG_05777_1	846061	846180	120	+	utr5E	278	307	258	314	280	216	469	431	367	295	193	236
CNAG_05781_1	852509	852566	58	+	utr5E	88	135	137	133	95	131	90	66	107	49	53	38
CNAG_05783_1	855302	855388	87	+	utr5E	239	298	258	519	456	451	493	503	493	364	237	337
CNAG_05788_1	875557	875657	101	+	utr5E	373	560	486	475	332	352	265	311	254	517	293	447
CNAG_05790_1	877977	877999	23	+	utr5E	34	43	27	23	13	8	38	34	28	34	13	35
CNAG_05790_2	878889	878905	17	+	cdsE	1	2	3	0	0	0	5	3	6	0	0	0
CNAG_05790_3	881263	881306	44	+	cdsE	0	0	0	0	0	0	9	7	8	0	0	0
CNAG_05791_1	882001	882140	140	+	utr5E	265	210	161	93	57	50	140	129	95	87	60	76
CNAG_05791_2	884235	884433	199	+	cdsE	48	54	47	37	33	35	8	10	12	6	4	6
CNAG_05791_3	885247	885338	92	+	cdsE	1	2	2	19	16	24	0	0	0	0	0	0
CNAG_05791_4	885498	885672	175	+	cdsE	2	2	4	1	2	1	1	1	2	20	21	22
CNAG_05792_1	886677	886731	55	+	utr5E	351	285	187	197	161	153	127	146	81	160	87	164
CNAG_05792_2	887695	887764	70	+	cdsE	46	60	59	8	7	7	3	3	5	6	8	5
CNAG_05794_1	889653	889676	24	+	utr5E	114	120	119	53	63	49	96	91	89	56	33	33
CNAG_05798_1	907094	907184	91	+	utr5E	273	345	350	236	190	186	246	249	214	191	129	174
CNAG_05800_1	911651	911732	82	+	utr5E	1705	2158	2259	2070	1520	1756	366	400	318	427	248	334
CNAG_05800_2	912453	912499	47	+	cdsE	120	260	296	227	196	264	22	30	32	12	11	10
CNAG_05802_1	914317	914386	70	+	utr5E	60	73	73	42	40	29	73	76	74	36	16	18
CNAG_05805_1	925632	925677	46	+	utr5E	341	450	413	346	264	258	334	339	307	631	334	445
CNAG_05807_1	927974	928045	72	+	utr5E	126	206	167	162	114	145	107	100	118	65	39	49
CNAG_05809_1	930948	931147	200	+	utr5E	647	393	243	445	354	272	603	367	287	245	151	199
CNAG_05811_1	934370	934382	13	+	utr5E	22	12	11	5	2	1	12	13	11	22	15	20
CNAG_05811_2	934555	934555	1	+	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05811_3	934857	934858	2	+	cdsE	2	10	9	0	0	0	4	9	8	1	1	1
CNAG_05811_4	934858	934858	1	+	cdsE	2	10	9	0	0	0	0	0	0	1	1	1
CNAG_05811_5	934933	934933	1	+	cdsE	0	0	0	3	1	2	0	0	0	0	0	0
CNAG_05811_6	935022	935072	51	+	cdsE	0	0	0	0	0	0	0	0	0	6	4	7
CNAG_05815_1	945008	945008	1	+	cdsE	0	0	0	0	0	0	0	0	0	3	2	2
CNAG_05815_2	945032	945032	1	+	cdsE	3	4	1	0	0	0	0	0	0	0	0	0
CNAG_05815_3	945126	945126	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05815_4	945431	945431	1	+	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05815_5	945643	945643	1	+	cdsE	0	0	0	0	0	0	4	1	1	0	0	0
CNAG_05815_6	946521	946521	1	+	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_05823_1	966194	966219	26	+	utr5E	28	74	69	9	10	8	52	39	50	13	9	8
CNAG_05824_1	967795	967850	56	+	utr5E	50	48	36	48	49	50	59	50	45	27	14	22
CNAG_05824_2	969266	969266	1	+	cdsE	0	0	0	4	3	1	4	5	2	7	9	4
CNAG_05824_3	969354	969354	1	+	cdsE	0	0	0	1	1	1	0	0	0	5	4	4
CNAG_05827_1	975505	975608	104	+	utr5E	295	283	215	189	109	154	85	75	86	69	41	60
CNAG_05827_2	976146	976184	39	+	cdsE	0	0	0	4	9	5	0	0	0	9	6	6
CNAG_05829_1	979301	979321	21	+	utr5E	30	31	19	13	6	6	23	26	17	17	13	20
CNAG_05829_2	980956	980999	44	+	cdsE	0	0	0	8	9	4	0	0	0	1	1	1
CNAG_05829_3	982030	982030	1	+	cdsE	0	0	0	13	15	16	0	0	0	6	2	4
CNAG_05829_4	983343	983410	68	+	cdsE	1	1	1	0	0	0	0	0	0	13	8	6
CNAG_05831_1	989315	989352	38	+	utr5E	35	71	49	29	19	25	18	14	14	13	14	12
CNAG_05836_1	1004403	1004713	311	+	utr5E	62	113	96	11	27	16	55	52	55	9	24	4
CNAG_05836_2	1004879	1004929	51	+	cdsE	0	0	0	0	0	0	0	0	0	2	3	2
CNAG_05836_3	1005420	1005467	48	+	cdsE	0	0	0	1	1	1	3	7	7	6	5	3
CNAG_05838_1	1007310	1007373	64	+	utr5E	8	10	9	8	9	15	15	25	30	12	10	4
CNAG_05838_2	1008759	1008826	68	+	utr5E	158	201	121	41	53	38	93	77	66	42	27	36
CNAG_05840_1	1013271	1013417	147	+	utr5E	356	439	426	353	296	301	311	359	342	418	296	347
CNAG_05842_1	1016833	1016833	1	+	utr5E	0	0	0	2	2	1	0	0	0	0	0	0
CNAG_05842_2	1016876	1016908	33	+	utr5E	10	9	5	0	0	0	7	5	6	3	2	3
CNAG_05842_3	1017467	1017467	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05842_4	1018576	1018576	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05842_5	1019605	1019605	1	+	utr3E	14	19	7	7	9	9	3	4	1	22	9	7
CNAG_05843_1	1019834	1019868	35	+	utr5E	12	9	9	2	3	3	18	12	14	15	8	9
CNAG_05843_2	1019972	1019972	1	+	utr5E	5	4	8	7	6	4	11	6	4	3	1	1
CNAG_05843_3	1020247	1020247	1	+	utr5E	0	0	0	4	2	2	0	0	0	1	1	1
CNAG_05843_4	1020355	1020355	1	+	cdsE	0	0	0	0	0	0	3	1	1	2	5	2
CNAG_05843_5	1020449	1020450	2	+	cdsE	2	3	4	0	0	0	1	1	2	0	0	0
CNAG_05843_6	1020625	1020625	1	+	cdsE	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_05843_7	1020920	1020932	13	+	cdsE	0	0	0	0	0	0	0	0	0	3	3	2
CNAG_05843_8	1020992	1020995	4	+	cdsE	0	0	0	0	0	0	0	0	0	3	2	2
CNAG_05845_1	1023422	1023826	405	+	utr5E	3557	3021	2550	3994	3479	2876	3015	2411	1643	6869	3003	4830
CNAG_05846_1	1024748	1024850	103	+	utr5E	311	248	223	91	115	67	122	86	75	23	17	19
CNAG_05847_1	1029322	1029455	134	+	utr5E	691	765	646	818	666	723	600	581	537	604	362	488
CNAG_05852_1	1041500	1041674	175	+	utr5E	175	160	114	70	51	63	90	94	80	32	27	25
CNAG_05852_2	1042990	1043017	28	+	cdsE	11	23	18	6	4	5	1	2	1	5	4	3
CNAG_05854_1	1044950	1044960	11	+	utr5E	0	0	0	0	0	0	0	0	0	8	2	4
CNAG_05854_2	1045279	1045352	74	+	utr5E	122	132	123	76	72	62	50	36	31	25	18	20
CNAG_05858_1	1054504	1054580	77	+	utr5E	242	303	237	152	157	142	153	161	155	123	83	100
CNAG_05860_1	1056109	1056123	15	+	utr5E	33	26	19	40	34	30	33	26	36	28	18	23
CNAG_05860_2	1056268	1056297	30	+	utr5E	6	8	6	8	3	7	4	4	2	0	0	0
CNAG_05860_3	1057449	1057529	81	+	cdsE	1	1	1	6	10	8	1	1	1	0	0	0
CNAG_05863_1	1066894	1066938	45	+	utr5E	176	230	233	53	70	52	71	72	56	124	62	80
CNAG_05866_1	1075171	1075212	42	+	utr5E	5	8	7	11	7	13	16	21	13	37	32	28
CNAG_05866_2	1076443	1076460	18	+	cdsE	2	6	2	5	8	7	6	10	6	7	12	4
CNAG_05866_3	1076460	1076460	1	+	cdsE	2	6	2	5	8	7	0	0	0	7	12	4
CNAG_05867_1	1080110	1080110	1	+	utr5E	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_05870_1	1086007	1086054	48	+	utr5E	8	8	6	15	18	9	58	37	36	14	17	20
CNAG_05870_2	1086112	1086115	4	+	utr5E	0	0	0	0	0	0	1	1	2	6	3	3
CNAG_05874_1	1093063	1093205	143	+	utr5E	1624	1751	1065	782	698	673	1560	1260	1277	388	373	384
CNAG_05876_1	1096850	1096879	30	+	utr5E	41	84	64	39	28	25	28	32	27	23	9	13
CNAG_05878_1	1099292	1099384	93	+	utr5E	585	725	580	580	472	505	311	317	299	228	99	191
CNAG_05878_2	1100636	1100791	156	+	cdsE	0	0	0	8	10	16	8	12	12	38	31	38
CNAG_05881_1	1102804	1102920	117	+	utr5E	133	145	137	89	57	73	119	95	75	59	52	44
CNAG_05881_2	1104435	1104523	89	+	cdsE	22	19	23	6	3	6	2	7	5	4	1	1
CNAG_05882_1	1105544	1105574	31	+	utr5E	90	72	65	72	40	39	45	63	43	36	26	34
CNAG_05882_2	1106055	1106078	24	+	cdsE	0	0	0	8	10	8	0	0	0	0	0	0
CNAG_05882_3	1106804	1106807	4	+	cdsE	10	22	13	6	17	11	4	2	2	4	5	5
CNAG_05882_4	1108071	1108141	71	+	cdsE	6	5	5	0	0	0	5	7	7	10	4	6
CNAG_05887_1	1119995	1120090	96	+	utr5E	278	304	263	294	263	169	230	246	220	948	431	629
CNAG_05887_2	1120804	1120820	17	+	cdsE	50	85	77	9	16	12	19	12	18	10	10	7
CNAG_05889_1	1123076	1123112	37	+	utr5E	61	71	77	62	31	46	66	93	92	56	40	49
CNAG_05889_2	1124768	1124892	125	+	cdsE	4	4	7	15	12	15	3	1	2	0	0	0
CNAG_05889_3	1124951	1125016	66	+	cdsE	1	1	1	49	54	41	3	1	2	0	0	0
CNAG_05889_4	1125172	1125335	164	+	cdsE	0	0	0	1	2	6	5	8	6	33	19	21
CNAG_05893_1	1131050	1131250	201	+	utr5E	1505	1053	774	739	625	581	907	651	592	795	412	571
CNAG_05894_1	1132799	1132867	69	+	utr5E	62	48	38	18	24	15	58	41	52	35	23	30
CNAG_05894_2	1144992	1144999	8	+	cdsE	10	11	11	0	0	0	9	2	3	0	0	0
CNAG_05894_3	1145366	1145559	194	+	cdsE	0	0	0	13	10	18	3	2	1	38	27	25
CNAG_05897_1	1156508	1156538	31	+	utr5E	10	10	9	0	0	0	12	11	4	3	5	6
CNAG_05897_2	1156641	1156641	1	+	cdsE	0	0	0	0	0	0	1	3	1	0	0	0
CNAG_05897_3	1156738	1156743	6	+	cdsE	0	0	0	0	0	0	0	0	0	9	4	4
CNAG_05897_4	1156808	1156810	3	+	cdsE	3	4	4	0	0	0	0	0	0	1	1	1
CNAG_05897_5	1157034	1157060	27	+	cdsE	0	0	0	0	0	0	0	0	0	10	20	21
CNAG_05897_6	1157074	1157074	1	+	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05897_7	1157162	1157167	6	+	cdsE	0	0	0	0	0	0	2	2	2	0	0	0
CNAG_05901_1	1163289	1163315	27	+	utr5E	13	16	17	4	5	5	19	13	15	8	9	14
CNAG_05904_1	1171831	1171922	92	+	utr5E	5519	9012	8748	7381	4879	5506	1667	1693	1850	1132	402	625
CNAG_05906_1	1175763	1175777	15	+	utr5E	3	1	3	3	4	3	4	2	2	9	9	7
CNAG_05908_1	1185577	1185645	69	+	utr3E	82	78	71	78	96	54	78	96	59	404	230	267
CNAG_05911_1	1194013	1194125	113	+	utr5E	62	61	76	7	14	15	47	36	24	5	3	2
CNAG_05911_2	1194140	1194214	75	+	utr5E	17	19	17	5	3	6	24	19	19	4	4	9
CNAG_05911_3	1195070	1195070	1	+	cdsE	0	0	0	0	0	0	0	0	0	9	3	1
CNAG_05911_4	1195501	1195631	131	+	cdsE	0	0	0	0	0	0	21	10	15	35	12	14
CNAG_05914_1	1203752	1203762	11	+	utr5E	55	98	77	31	25	22	5	7	9	3	5	6
CNAG_05914_2	1206015	1206015	1	+	cdsE	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05916_1	1209074	1209180	107	+	utr5E	245	287	264	233	203	125	200	214	187	418	286	330
CNAG_05916_2	1209456	1209670	215	+	cdsE	61	64	27	113	162	91	275	295	306	154	102	104
CNAG_05918_1	1211426	1211706	281	+	utr5E	3708	4976	3361	3801	3042	3298	1399	1449	1275	1153	667	920
CNAG_05919_1	1214343	1214368	26	+	utr5E	21	17	16	5	3	3	13	6	2	2	1	2
CNAG_05919_2	1214639	1214689	51	+	cdsE	3	5	5	0	0	0	6	5	3	7	3	2
CNAG_05919_3	1214997	1214997	1	+	cdsE	0	0	0	3	1	1	0	0	0	0	0	0
CNAG_05919_4	1215100	1215100	1	+	cdsE	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_05919_5	1215113	1215145	33	+	cdsE	0	0	0	0	0	0	0	0	0	2	2	3
CNAG_05919_6	1216544	1216568	25	+	cdsE	0	0	0	3	4	7	0	0	0	0	0	0
CNAG_05919_7	1216630	1216630	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	1	2
CNAG_05919_8	1217355	1217355	1	+	cdsE	0	0	0	0	0	0	0	0	0	2	2	2
CNAG_05926_1	1233415	1233537	123	+	utr5E	1452	2376	2161	1320	922	1119	972	1033	1153	1101	646	838
CNAG_05927_1	1235061	1235278	218	+	utr5E	166	156	127	152	145	112	78	74	55	229	227	227
CNAG_05927_2	1235760	1235769	10	+	cdsE	2	30	31	3	1	2	9	14	10	4	2	1
CNAG_05928_1	1236848	1237004	157	+	utr5E	408	326	284	130	180	97	316	281	205	182	107	128
